index	token_a	token_b	merged
912	EA95	EA28	ED9B
913	EA34	EA7D	ED9C
914	EA45	EA1C	ED9D
915	EA83	EA13	ED9E
916	EA77	EA25	ED9F
917	EA46	EB5C	EDA0
918	EA0B	EA5E	EDA1
919	EA21	EA7A	EDA2
920	EB2C	ED82	EDA3
921	EA10	EA6F	EDA4
922	EAC7	EA41	EDA5
923	EA2D	EADC	EDA6
924	EA52	EA13	EDA7
925	EAB7	EB54	EDA8
926	EA80	EA0E	EDA9
927	EA12	EAAB	EDAA
928	EA4E	EA0F	EDAB
929	EA8D	ECF5	EDAC
930	EA3A	EA0F	EDAD
931	EA1A	EA4D	EDAE
932	EA1B	EB09	EDAF
933	EAA1	EAF0	EDB0
934	EB09	EAAE	EDB1
935	EAB8	EA1B	EDB2
936	EA27	EA0A	EDB3
937	EA3B	EA3D	EDB4
938	EA57	EA65	EDB5
939	EA02	EA34	EDB6
940	EA48	EA10	EDB7
941	EA86	EC44	EDB8
942	EA0B	EA06	EDB9
943	EA09	EA34	EDBA
944	EA3E	EBF6	EDBB
945	EA6C	EA23	EDBC
946	EA1F	EA1B	EDBD
947	EA2C	EAC2	EDBE
948	EB93	EA2E	EDBF
949	EA30	EA4C	EDC0
950	EAA3	EB54	EDC1
951	EA20	EA91	EDC2
952	EA05	EBA9	EDC3
953	EA54	EA9C	EDC4
954	EBF1	EA38	EDC5
955	EAA0	EA70	EDC6
956	EA25	EA2E	EDC7
957	EA00	EA35	EDC8
958	EAA2	EA0B	EDC9
959	EA19	EA6C	EDCA
960	EA02	EA35	EDCB
961	EA47	EA4B	EDCC
962	EC3E	EA7F	EDCD
963	EAA8	EAA0	EDCE
964	EA3D	EA5F	EDCF
965	EA30	EABA	EDD0
966	EA0B	EAB4	EDD1
967	EA61	EA5D	EDD2
968	EA21	EA41	EDD3
969	EA3E	EAB0	EDD4
970	EA01	EBB9	EDD5
971	EB27	ED1D	EDD6
972	EA93	EA1B	EDD7
973	EB4C	EA38	EDD8
974	EA28	EB91	EDD9
975	ED39	EA0C	EDDA
976	EA04	EA35	EDDB
977	EA3A	EB7C	EDDC
978	EA05	EA35	EDDD
979	EA08	EA34	EDDE
980	EA0B	EA79	EDDF
981	EA95	EA1B	EDE0
982	EA36	EA1C	EDE1
983	EA1B	EA4B	EDE2
984	EAA9	EA31	EDE3
985	EA3F	EA14	EDE4
986	EA2D	EA1A	EDE5
987	EA5E	EA12	EDE6
988	EA1D	EA15	EDE7
989	EA5D	EAB6	EDE8
990	EA11	EA8B	EDE9
991	EA26	EB4D	EDEA
992	EA0A	EA34	EDEB
993	EB8D	EA0D	EDEC
994	EA2D	EA1C	EDED
995	EA8D	EA0F	EDEE
996	EA6F	EAF5	EDEF
997	EA3B	EA28	EDF0
998	EDB3	EA35	EDF1
999	EA30	EA4F	EDF2
1000	EA2E	ED34	EDF3
1001	EB4C	EA18	EDF4
1002	EA08	EA35	EDF5
1003	EA9A	EA0F	EDF6
1004	EA75	EA74	EDF7
1005	EA3F	EA56	EDF8
1006	EA3C	EA1C	EDF9
1007	EA75	EA1F	EDFA
1008	ECB7	EA40	EDFB
1009	EA0B	EA03	EDFC
1010	EA47	EB2E	EDFD
1011	EA1F	ECE2	EDFE
1012	EAC6	EABB	EDFF
1013	EA07	EA35	EE00
1014	EAA5	EA14	EE01
1015	EA01	EA36	EE02
1016	EA35	EA1D	EE03
1017	EADF	EA53	EE04
1018	EA27	EB04	EE05
1019	EA3E	EA0C	EE06
1020	EA00	EC62	EE07
1021	EA39	EAD0	EE08
1022	EA04	EA36	EE09
1023	EA9A	EB3E	EE0A
1024	EA02	EB42	EE0B
1025	EA21	EA14	EE0C
1026	EA17	EBA0	EE0D
1027	EA05	EA31	EE0E
1028	EA05	EA36	EE0F
1029	EA03	EA36	EE10
1030	EAA3	EA0D	EE11
1031	EA02	EA36	EE12
1032	EA20	EA10	EE13
1033	EA06	EA36	EE14
1034	EA06	EA35	EE15
1035	EA29	EA64	EE16
1036	EA44	EA0B	EE17
1037	EB5D	EA7F	EE18
1038	EA07	EA36	EE19
1039	EA12	EA3A	EE1A
1040	EA17	EAF8	EE1B
1041	EA26	EA43	EE1C
1042	EA08	EA36	EE1D
1043	EA53	EA8B	EE1E
1044	EA09	EA35	EE1F
1045	EAB8	EA30	EE20
1046	EA3A	EA60	EE21
1047	EAD9	EA84	EE22
1048	EA2B	EA71	EE23
1049	EA78	EA49	EE24
1050	EA09	EA36	EE25
1051	EA27	EA2F	EE26
1052	EA51	EA96	EE27
1053	EBB3	EA0F	EE28
1054	EA27	EA04	EE29
1055	EA0A	EA36	EE2A
1056	EA00	EA36	EE2B
1057	EC5F	EA39	EE2C
1058	EA20	EA19	EE2D
1059	EAA5	EE2C	EE2E
1060	EA1F	EA6C	EE2F
1061	EA55	EAFB	EE30
1062	EA00	EA39	EE31
1063	EA20	EA0F	EE32
1064	EBAC	EA10	EE33
1065	EA09	EA51	EE34
1066	EA03	EA39	EE35
1067	EA23	EA32	EE36
1068	EA1F	EDEB	EE37
1069	EA1B	EC34	EE38
1070	EA1B	EBCC	EE39
1071	EA04	EA39	EE3A
1072	EA46	EA0E	EE3B
1073	EA02	EA39	EE3C
1074	EA1F	EA0E	EE3D
1075	EA05	EA39	EE3E
1076	EA9F	EA32	EE3F
1077	EACF	EAFF	EE40
1078	EAC7	EAA2	EE41
1079	EA01	EA35	EE42
1080	EA80	EA38	EE43
1081	EA45	EA28	EE44
1082	EA21	EA5F	EE45
1083	EA3D	EA85	EE46
1084	EAD5	EA64	EE47
1085	EA20	EA1E	EE48
1086	EA24	EAC2	EE49
1087	EA1A	EA65	EE4A
1088	EA36	EAA1	EE4B
1089	EA07	EA39	EE4C
1090	EA69	EB2E	EE4D
1091	EA97	EB69	EE4E
1092	EAB8	EA64	EE4F
1093	EA04	EA34	EE50
1094	EA09	EA39	EE51
1095	EA56	EAA9	EE52
1096	EAAF	EA0D	EE53
1097	EA4D	EA0C	EE54
1098	EB0F	EA50	EE55
1099	EA13	EA8B	EE56
1100	EA96	EA0B	EE57
1101	EA48	EAF5	EE58
1102	EA29	EA1C	EE59
1103	EA1B	EA3F	EE5A
1104	EA10	EB7B	EE5B
1105	EAB3	EAB3	EE5C
1106	EDFE	EA34	EE5D
1107	EA21	EAE0	EE5E
1108	EA0A	EA39	EE5F
1109	EA77	EAF5	EE60
1110	EA3D	EAE6	EE61
1111	EA36	EA15	EE62
1112	EA1A	EB4D	EE63
1113	EA0C	EA15	EE64
1114	EA56	EA49	EE65
1115	EA1E	EA9B	EE66
1116	EA12	EA15	EE67
1117	EAD0	EA40	EE68
1118	EA01	EA39	EE69
1119	EBC9	EA16	EE6A
1120	EA21	EA5E	EE6B
1121	EA88	EA0D	EE6C
1122	EA29	EA67	EE6D
1123	EA3E	EA76	EE6E
1124	EA4A	EA1D	EE6F
1125	EA56	EA3B	EE70
1126	EC5F	EA16	EE71
1127	EA40	EAAE	EE72
1128	EA39	EA1C	EE73
1129	EAC4	EA27	EE74
1130	EA48	EA03	EE75
1131	EA32	EAF0	EE76
1132	EC78	EA43	EE77
1133	EA42	EA16	EE78
1134	EA45	EA1A	EE79
1135	EAA1	EA57	EE7A
1136	EA9F	EB1A	EE7B
1137	EA88	EA86	EE7C
1138	EA6B	EA90	EE7D
1139	EABE	EAB6	EE7E
1140	EA00	EA3A	EE7F
1141	EB0C	EA15	EE80
1142	EA20	EA23	EE81
1143	EA28	EA37	EE82
1144	EB14	EAA2	EE83
1145	EA30	EAA8	EE84
1146	EA75	EA1A	EE85
1147	EA5B	EA4F	EE86
1148	EA32	EA0B	EE87
1149	EA36	EA34	EE88
1150	EA39	EA86	EE89
1151	EA1E	EAE2	EE8A
1152	EA07	EA3A	EE8B
1153	EA99	EA0F	EE8C
1154	EB84	EA19	EE8D
1155	EAF4	EA58	EE8E
1156	EA2E	EAA9	EE8F
1157	EA0B	EA1E	EE90
1158	EA3D	EA1A	EE91
1159	EA47	EAAB	EE92
1160	EA03	EA35	EE93
1161	EA13	EBEB	EE94
1162	EA31	EA19	EE95
1163	EB02	ECA3	EE96
1164	ED81	EA0C	EE97
1165	EA09	EA3A	EE98
1166	EA11	EB49	EE99
1167	EA9F	EA6B	EE9A
1168	EAA5	EA0B	EE9B
1169	EBDB	EA0F	EE9C
1170	EA12	EA0E	EE9D
1171	EA26	EA21	EE9E
1172	EAA3	EC64	EE9F
1173	EA29	EA15	EEA0
1174	EA07	EAD4	EEA1
1175	EA39	EA0D	EEA2
1176	EA5F	EAB6	EEA3
1177	EA3C	EA70	EEA4
1178	EA0B	EB49	EEA5
1179	EAF3	ED6F	EEA6
1180	EA63	EA0C	EEA7
1181	EA47	EC12	EEA8
1182	EA26	EABB	EEA9
1183	EAAD	EB8C	EEAA
1184	EA3D	EAEE	EEAB
1185	EA49	EB76	EEAC
1186	EA20	EA1A	EEAD
1187	EA25	EA48	EEAE
1188	EA30	EA1D	EEAF
1189	EB11	EA1A	EEB0
1190	EA32	EB0A	EEB1
1191	EB01	EA14	EEB2
1192	EAE8	EA7C	EEB3
1193	EA0A	EA3A	EEB4
1194	EC09	EA3B	EEB5
1195	EA02	EA3A	EEB6
1196	EABD	EA53	EEB7
1197	EBD8	EA7F	EEB8
1198	EC42	EA15	EEB9
1199	EA07	EA34	EEBA
1200	EA3C	EB25	EEBB
1201	EA76	EA33	EEBC
1202	EA21	EAB1	EEBD
1203	EA30	EA0D	EEBE
1204	EA10	EA1E	EEBF
1205	EA97	EA12	EEC0
1206	EA3C	EA0E	EEC1
1207	EA27	EA07	EEC2
1208	EA68	EB7B	EEC3
1209	EA45	EA19	EEC4
1210	EA2F	EA15	EEC5
1211	EAD1	EA25	EEC6
1212	EA00	EA3C	EEC7
1213	EA63	EA84	EEC8
1214	EDB9	EA39	EEC9
1215	EACB	EA0F	EECA
1216	EA09	EA3B	EECB
1217	EA35	EA79	EECC
1218	EA58	EA20	EECD
1219	EA21	EA17	EECE
1220	EA05	EA3B	EECF
1221	EA39	EA14	EED0
1222	EA99	EA1A	EED1
1223	EB06	EA9D	EED2
1224	EA63	EA12	EED3
1225	EA29	EB1C	EED4
1226	EA3E	EB25	EED5
1227	EB55	EA0D	EED6
1228	EA0B	EA26	EED7
1229	EA05	EA3C	EED8
1230	EA01	EA3B	EED9
1231	EA2C	EB3C	EEDA
1232	EA23	EA10	EEDB
1233	EA0A	EA3B	EEDC
1234	EA93	EB05	EEDD
1235	EA0B	EA5C	EEDE
1236	EA32	EA1B	EEDF
1237	EA53	EA2D	EEE0
1238	EA6A	EBBB	EEE1
1239	EA14	EB59	EEE2
1240	EA17	EAC9	EEE3
1241	EA34	EB0F	EEE4
1242	ECA1	EAFC	EEE5
1243	ED68	EA43	EEE6
1244	EA1D	EA0D	EEE7
1245	EA08	EA3C	EEE8
1246	EBAE	EA65	EEE9
1247	EA3D	EA90	EEEA
1248	EB39	EA15	EEEB
1249	EA06	EA3C	EEEC
1250	EA04	EA3A	EEED
1251	EA7A	EB25	EEEE
1252	EA4B	EAE8	EEEF
1253	EA18	EA14	EEF0
1254	EA06	EAFE	EEF1
1255	EAE2	EA33	EEF2
1256	EA02	EA3C	EEF3
1257	EA25	EA39	EEF4
1258	EDD3	EA97	EEF5
1259	EA5E	EC8F	EEF6
1260	EAC9	EA29	EEF7
1261	EBEE	EA14	EEF8
1262	EA00	EA3D	EEF9
1263	EA7E	EA1C	EEFA
1264	EA66	EA33	EEFB
1265	EA53	EB0A	EEFC
1266	EA7A	EAEA	EEFD
1267	EA02	EA3D	EEFE
1268	EB75	EEA1	EEFF
1269	EA02	EA3B	EF00
1270	EA03	EA3B	EF01
1271	EA6D	EA0E	EF02
1272	EA29	EB67	EF03
1273	EA11	EC4D	EF04
1274	EA0B	EBD6	EF05
1275	EA9B	EA33	EF06
1276	EB28	EA3D	EF07
1277	EE29	EA3D	EF08
1278	EA2B	EA10	EF09
1279	EB39	EA0D	EF0A
1280	EA01	EA3D	EF0B
1281	EA2E	EE22	EF0C
1282	EA0B	EA41	EF0D
1283	EA05	EA3D	EF0E
1284	EA03	EA3D	EF0F
1285	EA27	EBC5	EF10
1286	EB29	EA3F	EF11
1287	EA3D	EA65	EF12
1288	EB17	EA9D	EF13
1289	EA26	EDDE	EF14
1290	EB27	EE74	EF15
1291	EA6D	EA23	EF16
1292	EA18	EA1C	EF17
1293	EA06	EA3D	EF18
1294	EA0A	EA3C	EF19
1295	EA17	ED84	EF1A
1296	EA36	EA16	EF1B
1297	EA26	EA1F	EF1C
1298	EAB7	EA0F	EF1D
1299	EA6B	EA75	EF1E
1300	EA20	EB03	EF1F
1301	EA08	EA3A	EF20
1302	EA06	EA3B	EF21
1303	EA21	EA20	EF22
1304	EA2A	EA1D	EF23
1305	EBE5	EA5A	EF24
1306	EA09	EA3D	EF25
1307	EF08	EA40	EF26
1308	EA26	EAAA	EF27
1309	EA0B	EA36	EF28
1310	EA8E	EA0F	EF29
1311	EAB3	EABE	EF2A
1312	EE75	EA3A	EF2B
1313	EA0A	EA3D	EF2C
1314	EA17	EA92	EF2D
1315	EA1B	EA1C	EF2E
1316	EA07	EBE3	EF2F
1317	EA03	EA3C	EF30
1318	EA98	EA31	EF31
1319	EA05	EA3A	EF32
1320	EAAD	EA0F	EF33
1321	EA15	EC20	EF34
1322	EB3B	EB3E	EF35
1323	EAA3	EAF7	EF36
1324	EA94	EA54	EF37
1325	EA09	EA3C	EF38
1326	EA66	EA49	EF39
1327	EA53	EA49	EF3A
1328	EA23	EA54	EF3B
1329	EA26	EA5D	EF3C
1330	EED3	EBC4	EF3D
1331	EA72	EA33	EF3E
1332	EA54	EA13	EF3F
1333	EB11	EB15	EF40
1334	EA24	EACA	EF41
1335	EA9E	EA96	EF42
1336	EAA3	EA0F	EF43
1337	EA32	EA66	EF44
1338	EA95	EA12	EF45
1339	EC13	EA1A	EF46
1340	EA28	EA10	EF47
1341	EA61	EA2D	EF48
1342	EA06	ED6B	EF49
1343	EA02	EA3E	EF4A
1344	EA36	EA1F	EF4B
1345	EB01	EA1D	EF4C
1346	EA01	EA3E	EF4D
1347	EA10	EA1C	EF4E
1348	EA01	EA3C	EF4F
1349	EACC	EA3B	EF50
1350	EAB7	EA0D	EF51
1351	EACD	EA19	EF52
1352	EA99	EA47	EF53
1353	EA1A	EAE3	EF54
1354	EA1F	EB25	EF55
1355	EA4B	EA60	EF56
1356	EA84	EA1C	EF57
1357	EA34	EA14	EF58
1358	EA0B	EA7B	EF59
1359	EA46	EA2F	EF5A
1360	EA11	EA21	EF5B
1361	EA9C	EDFD	EF5C
1362	EA23	EA16	EF5D
1363	EA0E	EBAE	EF5E
1364	ECCB	EA37	EF5F
1365	EA3D	EA3D	EF60
1366	EA55	EA1C	EF61
1367	EA03	EA3E	EF62
1368	EADD	EA21	EF63
1369	EA11	EACA	EF64
1370	EA1D	EA10	EF65
1371	EC2A	EA27	EF66
1372	EA85	EA10	EF67
1373	EA41	EA0F	EF68
1374	EA2D	EA94	EF69
1375	EB8A	ED16	EF6A
1376	EA11	EB96	EF6B
1377	EAC1	EF3E	EF6C
1378	EA4B	EA61	EF6D
1379	EA67	EA07	EF6E
1380	EB2F	EA0F	EF6F
1381	EA0C	EA46	EF70
1382	EA3C	EA17	EF71
1383	EA7D	EA9C	EF72
1384	ED1B	EAE9	EF73
1385	EA3F	EB29	EF74
1386	EA1A	EB28	EF75
1387	EA6E	EAE8	EF76
1388	EA1D	EA8F	EF77
1389	EA9D	EA95	EF78
1390	EA47	EA1C	EF79
1391	EA58	EA0E	EF7A
1392	EBA0	EA6E	EF7B
1393	EA95	EA73	EF7C
1394	EA26	EBF6	EF7D
1395	EA00	EA3B	EF7E
1396	EA43	EA0D	EF7F
1397	EA42	EA0F	EF80
1398	ECD8	EA16	EF81
1399	EA4C	EA6C	EF82
1400	EB72	ED96	EF83
1401	EA0B	EA15	EF84
1402	EA04	EA51	EF85
1403	EA01	EA3A	EF86
1404	EA24	EA40	EF87
1405	EBB2	EA25	EF88
1406	ED51	EA0F	EF89
1407	EA5B	EAD7	EF8A
1408	EA1A	EBE1	EF8B
1409	EDF7	EA0F	EF8C
1410	EA5C	EA10	EF8D
1411	EAB9	EA25	EF8E
1412	EA2D	EA32	EF8F
1413	EA27	EA8C	EF90
1414	EA45	EA31	EF91
1415	EA08	EA3E	EF92
1416	EA05	EA3E	EF93
1417	EA21	EA70	EF94
1418	EA07	EA3E	EF95
1419	EAFA	EC15	EF96
1420	EB5B	EA57	EF97
1421	EB39	EA10	EF98
1422	EEF8	EBA6	EF99
1423	EA36	EA17	EF9A
1424	EA12	EA3F	EF9B
1425	EA6B	EB19	EF9C
1426	EA06	EA3E	EF9D
1427	EB4B	EA0B	EF9E
1428	EB6D	EA3A	EF9F
1429	EA20	EA12	EFA0
1430	EA09	EA59	EFA1
1431	EA1E	EA1D	EFA2
1432	EA39	EABC	EFA3
1433	EA09	EA3E	EFA4
1434	EA31	EA37	EFA5
1435	EB1C	EA66	EFA6
1436	EA2A	EA0E	EFA7
1437	EA15	EA8F	EFA8
1438	EA56	EAB6	EFA9
1439	EAA3	EA2E	EFAA
1440	EA12	EA2F	EFAB
1441	EA77	EA10	EFAC
1442	EA5D	EA54	EFAD
1443	EA03	EA3F	EFAE
1444	EA04	EA3F	EFAF
1445	EA1D	EA72	EFB0
1446	EA39	EA10	EFB1
1447	EA2F	EA6A	EFB2
1448	ECCA	EB7F	EFB3
1449	EA2E	EA65	EFB4
1450	ECAE	EA54	EFB5
1451	EAFA	EA35	EFB6
1452	EC4E	EA30	EFB7
1453	EA56	EA8D	EFB8
1454	EB6B	EA2E	EFB9
1455	EA28	EA0E	EFBA
1456	EA05	EA3F	EFBB
1457	ECFF	EA38	EFBC
1458	EA17	EB6E	EFBD
1459	EA00	EA40	EFBE
1460	EA07	EA3F	EFBF
1461	EB66	EAE5	EFC0
1462	EAF1	EAE3	EFC1
1463	EA0A	EA3F	EFC2
1464	EBC9	EB41	EFC3
1465	EAAF	EA40	EFC4
1466	EA00	EDE4	EFC5
1467	EA01	EA3F	EFC6
1468	EA0A	EA3E	EFC7
1469	EA08	EA3F	EFC8
1470	EBDE	EB4D	EFC9
1471	EA97	EA1C	EFCA
1472	EB89	ED2D	EFCB
1473	EBE8	EA0C	EFCC
1474	EA93	EABE	EFCD
1475	EC6F	EA0B	EFCE
1476	EA09	EA3F	EFCF
1477	EA02	EA40	EFD0
1478	EA80	EADE	EFD1
1479	EA12	EAE6	EFD2
1480	EA03	EA40	EFD3
1481	EA20	EA16	EFD4
1482	EA3B	EA0E	EFD5
1483	EA2D	EA7D	EFD6
1484	EB9C	EA3F	EFD7
1485	EA14	EA18	EFD8
1486	EA1B	EA26	EFD9
1487	EA47	EA78	EFDA
1488	EA02	EA3F	EFDB
1489	EABB	EA25	EFDC
1490	EC8B	ED26	EFDD
1491	EA56	EA23	EFDE
1492	EA08	EAB1	EFDF
1493	EB14	EA45	EFE0
1494	EAB9	EBC0	EFE1
1495	EA92	EA1B	EFE2
1496	EA78	EA23	EFE3
1497	EAA1	EA19	EFE4
1498	EA2F	EA18	EFE5
1499	EA29	EA10	EFE6
1500	EB8F	EA16	EFE7
1501	EA20	EA3F	EFE8
1502	EA26	EA1E	EFE9
1503	EA38	ED65	EFEA
1504	EA1B	EAF1	EFEB
1505	EA02	EB1F	EFEC
1506	EA5D	EA16	EFED
1507	EB8F	EBEC	EFEE
1508	EA04	EA59	EFEF
1509	ECC2	EA81	EFF0
1510	EA05	EA40	EFF1
1511	EA0B	EA17	EFF2
1512	EAD0	EA35	EFF3
1513	EA4B	EA1C	EFF4
1514	EBCB	EA0B	EFF5
1515	EB94	EA15	EFF6
1516	EA76	EA32	EFF7
1517	EA65	EF4A	EFF8
1518	EA39	EA15	EFF9
1519	EA07	EA40	EFFA
1520	EA0B	EDFB	EFFB
1521	EA12	EA23	EFFC
1522	EA04	EA3C	EFFD
1523	EA04	EA40	EFFE
1524	EA69	EA8B	EFFF
1525	EA01	EA40	F000
1526	EA2F	EA65	F001
1527	EA2E	EB37	F002
1528	EA06	EA40	F003
1529	EA48	EC0F	F004
1530	EA21	EA31	F005
1531	EA1B	EA54	F006
1532	EA36	EA1D	F007
1533	EA58	EA7C	F008
1534	ECC6	EA0F	F009
1535	EBB3	EA0B	F00A
1536	EA2E	EAB2	F00B
1537	EA08	EA40	F00C
1538	EA1B	EA49	F00D
1539	EA0A	EA40	F00E
1540	EA4B	EA1E	F00F
1541	ECA2	EBC3	F010
1542	EB21	EA44	F011
1543	EA21	EA5C	F012
1544	EA28	EA2B	F013
1545	EA00	EA4F	F014
1546	EA0B	EA11	F015
1547	EA02	EA4F	F016
1548	EA07	EA3D	F017
1549	EA32	EA10	F018
1550	EA01	EA4F	F019
1551	EAC8	EA0B	F01A
1552	ED28	EAA7	F01B
1553	EA4F	EA0F	F01C
1554	EA56	EAA8	F01D
1555	EA2D	EA6C	F01E
1556	EA29	EA41	F01F
1557	EA09	EA40	F020
1558	EEC2	EA3C	F021
1559	EA9C	EA5C	F022
1560	EA90	EAF0	F023
1561	EA69	EA15	F024
1562	EA8E	EA10	F025
1563	EB33	EA14	F026
1564	EA08	EA3D	F027
1565	EA6A	EAFF	F028
1566	EE05	EA0B	F029
1567	EA25	EA0E	F02A
1568	EAA6	EA0F	F02B
1569	EC6C	EA13	F02C
1570	EA1F	EA9C	F02D
1571	EA20	EAD6	F02E
1572	EA38	EA18	F02F
1573	EA6C	EAFD	F030
1574	EA26	EA17	F031
1575	EFBE	ED00	F032
1576	EA0B	EA21	F033
1577	EA5E	EA70	F034
1578	EAC9	EAEE	F035
1579	EA2C	EA0F	F036
1580	EABB	EA35	F037
1581	EA12	EA14	F038
1582	EA07	EA4F	F039
1583	EE7F	EA0C	F03A
1584	EAAC	EA27	F03B
1585	EA2E	EC44	F03C
1586	EA0A	EA4F	F03D
1587	EA2C	EBEA	F03E
1588	EA21	EAFE	F03F
1589	EA56	EA70	F040
1590	EA06	EA4F	F041
1591	EB83	EA1E	F042
1592	EAFB	EA0F	F043
1593	EA1B	EA94	F044
1594	EA1B	EA15	F045
1595	EA06	EA3A	F046
1596	EA47	EA6E	F047
1597	EA4C	EA21	F048
1598	EC27	EA88	F049
1599	EA2D	EA10	F04A
1600	EA93	EA47	F04B
1601	EA94	EA5F	F04C
1602	EAC8	EA37	F04D
1603	EA57	EA0F	F04E
1604	EA03	EA4F	F04F
1605	EA15	EA4D	F050
1606	EA36	EA94	F051
1607	EA92	EA4F	F052
1608	EA36	EAE2	F053
1609	EA80	EB97	F054
1610	EF96	EEED	F055
1611	EA0B	EA1A	F056
1612	ECC1	EA63	F057
1613	EA54	EABE	F058
1614	EA46	EB45	F059
1615	EAA5	EB0E	F05A
1616	EA97	EBE1	F05B
1617	EE0F	EA0C	F05C
1618	EA2F	EA00	F05D
1619	EAF6	EA10	F05E
1620	EB04	EA0C	F05F
1621	EE57	EA91	F060
1622	EA4D	EA94	F061
1623	EA20	EA1D	F062
1624	EA15	EAD2	F063
1625	EA5D	EA2B	F064
1626	EA2B	EA77	F065
1627	EAD6	EA65	F066
1628	EB65	EA16	F067
1629	EA5F	EA9B	F068
1630	EA9A	EA0B	F069
1631	EB94	EA1C	F06A
1632	EA15	EA70	F06B
1633	EA21	EB1E	F06C
1634	EAA8	EB29	F06D
1635	EA2E	EAF5	F06E
1636	EA1B	EB97	F06F
1637	EA00	EB7D	F070
1638	EA09	EA4F	F071
1639	EB6A	EC69	F072
1640	EA4B	EA08	F073
1641	EA13	EA60	F074
1642	EA28	EA17	F075
1643	EAA0	EB62	F076
1644	EA41	EA10	F077
1645	EA30	EA0B	F078
1646	EAB6	EA10	F079
1647	EA61	EA45	F07A
1648	EA20	EA96	F07B
1649	EA05	EA41	F07C
1650	EA24	EA17	F07D
1651	EA02	EA41	F07E
1652	EB80	EA0B	F07F
1653	EA3E	EAE5	F080
1654	EA08	EA4F	F081
1655	EA57	EA55	F082
1656	EA15	EA23	F083
1657	EA5B	EA79	F084
1658	EA53	EFF3	F085
1659	EAA1	EA15	F086
1660	EA73	EA36	F087
1661	EA26	EADD	F088
1662	EA1D	EA69	F089
1663	EF12	EA31	F08A
1664	EA00	EA41	F08B
1665	EA29	EA0E	F08C
1666	EA30	EA5A	F08D
1667	EA58	EA47	F08E
1668	EA9C	EB2E	F08F
1669	EB2D	EA13	F090
1670	EA36	EBDC	F091
1671	EDBA	EA46	F092
1672	EA08	EA41	F093
1673	EAAE	EA0F	F094
1674	EA20	EA3D	F095
1675	EA49	EA68	F096
1676	EB4B	EAB1	F097
1677	EA0B	EB1E	F098
1678	EDD9	EA20	F099
1679	EA05	EA4F	F09A
1680	F01F	EA64	F09B
1681	EA42	EA76	F09C
1682	EA5F	EAAB	F09D
1683	EA54	EA4E	F09E
1684	EA68	EB3B	F09F
1685	EB2A	EA27	F0A0
1686	EAC7	EA20	F0A1
1687	EA92	EA76	F0A2
1688	EA47	EA6B	F0A3
1689	EA04	EA41	F0A4
1690	EAE2	EA61	F0A5
1691	EA09	EA41	F0A6
1692	EA88	EA35	F0A7
1693	EA23	EAB8	F0A8
1694	EA3B	EA19	F0A9
1695	EA23	EA66	F0AA
1696	EA77	EC30	F0AB
1697	EA06	EA3F	F0AC
1698	EA84	EBE0	F0AD
1699	EB8D	EA15	F0AE
1700	EA41	EE3D	F0AF
1701	EA58	EA7F	F0B0
1702	EB43	EC28	F0B1
1703	F032	EB38	F0B2
1704	EA71	EA2B	F0B3
1705	EAC4	EAB5	F0B4
1706	F085	EBA7	F0B5
1707	EA12	EA10	F0B6
1708	EAD9	EB8C	F0B7
1709	EAAF	EA13	F0B8
1710	EA00	EA42	F0B9
1711	EA39	EEC8	F0BA
1712	EA3C	EA92	F0BB
1713	EDC2	EF18	F0BC
1714	EA92	EA1D	F0BD
1715	EA03	EA42	F0BE
1716	EB0F	EA3E	F0BF
1717	EB66	EA89	F0C0
1718	EA1F	ED89	F0C1
1719	EA46	EA0F	F0C2
1720	EA4D	EA0F	F0C3
1721	EA54	EB2B	F0C4
1722	EA45	EAFD	F0C5
1723	EB27	EE03	F0C6
1724	EA72	EA85	F0C7
1725	EA29	EA4E	F0C8
1726	EC3C	EA1C	F0C9
1727	F022	EA1B	F0CA
1728	EBB2	EA3F	F0CB
1729	EAC8	EB11	F0CC
1730	EA6E	EA23	F0CD
1731	EA1F	EA15	F0CE
1732	EA9B	EC7B	F0CF
1733	EA4A	EB50	F0D0
1734	EA23	EC41	F0D1
1735	EA20	EA85	F0D2
1736	EA39	EA91	F0D3
1737	EA1F	EB36	F0D4
1738	EA32	EB1C	F0D5
1739	EA8E	EA0B	F0D6
1740	EB9D	EA1D	F0D7
1741	EA25	EA12	F0D8
1742	EA05	EA42	F0D9
1743	EA7C	EA0F	F0DA
1744	EB3A	EA88	F0DB
1745	EA4A	EA0E	F0DC
1746	EAA3	EA0C	F0DD
1747	EA7C	EA55	F0DE
1748	EA01	EA41	F0DF
1749	EA31	EA0E	F0E0
1750	EA87	EA3F	F0E1
1751	EBC2	EA0F	F0E2
1752	EA28	EA38	F0E3
1753	EA39	EED0	F0E4
1754	EA6C	EA3C	F0E5
1755	F0AD	EAB9	F0E6
1756	EA0A	EA41	F0E7
1757	EA01	EA42	F0E8
1758	EA3F	EABD	F0E9
1759	EA50	EA15	F0EA
1760	EB2B	EA23	F0EB
1761	EAAC	EAB4	F0EC
1762	EA44	EA23	F0ED
1763	EA0B	EA00	F0EE
1764	EB69	EA0F	F0EF
1765	EA09	F09C	F0F0
1766	EEE8	EA40	F0F1
1767	EA30	EA5E	F0F2
1768	EA73	EA37	F0F3
1769	EEA5	EA27	F0F4
1770	EA7A	EA55	F0F5
1771	EB43	EA18	F0F6
