character	code_hex	rank	freq
탌	EA00 EEF8	5962	2
탖	EA01 EEF8	5963	2
탩	EA02 EEF8	5964	2
탪	EA03 EEF8	5965	2
탫	EA04 EEF8	5966	2
탮	EA05 EEF8	5967	2
탳	EA06 EEF8	5968	2
탵	EA07 EEF8	5969	2
탺	EA08 EEF8	5970	2
탿	EA09 EEF8	5971	2
턁	EA0A EEF8	5972	2
턆	EA00 EF05	5973	2
턇	EA01 EF05	5974	2
턈	EA02 EF05	5975	2
턊	EA03 EF05	5976	2
턌	EA04 EF05	5977	2
턍	EA05 EF05	5978	2
턎	EA06 EF05	5979	2
턓	EA07 EF05	5980	2
턖	EA08 EF05	5981	2
턘	EA09 EF05	5982	2
턚	EA0A EF05	5983	2
턛	EA00 EA04 EA3D	5984	2
턞	EA01 EA04 EA3D	5985	2
턡	EA02 EA04 EA3D	5986	2
턣	EA03 EA04 EA3D	5987	2
턬	EA04 EA04 EA3D	5988	2
턮	EA05 EA04 EA3D	5989	2
턯	EA06 EA04 EA3D	5990	2
턵	EA07 EA04 EA3D	5991	2
턶	EA08 EA04 EA3D	5992	2
턻	EA09 EA04 EA3D	5993	2
턽	EA0A EA04 EA3D	5994	2
텇	EA00 EF12	5995	2
텊	EA01 EF12	5996	2
텋	EA02 EF12	5997	2
텎	EA03 EF12	5998	2
텑	EA04 EF12	5999	2
텓	EA05 EF12	6000	2
텘	EA06 EF12	6001	2
텞	EA07 EF12	6002	2
텤	EA08 EF12	6003	2
텩	EA09 EF12	6004	2
텫	EA0A EF12	6005	2
텯	EA00 EF07	6006	2
텴	EA01 EF07	6007	2
텷	EA02 EF07	6008	2
텺	EA03 EF07	6009	2
텿	EA04 EF07	6010	2
톅	EA05 EF07	6011	2
톉	EA06 EF07	6012	2
톋	EA07 EF07	6013	2
톌	EA08 EF07	6014	2
톕	EA09 EF07	6015	2
톘	EA0A EF07	6016	2
톛	EA00 F026	6017	2
톢	EA01 F026	6018	2
톣	EA02 F026	6019	2
톫	EA03 F026	6020	2
톬	EA04 F026	6021	2
톮	EA05 F026	6022	2
톹	EA06 F026	6023	2
퇃	EA07 F026	6024	2
퇅	EA08 F026	6025	2
퇉	EA09 F026	6026	2
퇐	EA0A F026	6027	2
퇔	EA00 F017	6028	2
퇖	EA01 F017	6029	2
퇗	EA02 F017	6030	2
퇝	EA03 F017	6031	2
퇠	EA04 F017	6032	2
퇢	EA05 F017	6033	2
퇤	EA06 F017	6034	2
퇥	EA07 F017	6035	2
퇫	EA08 F017	6036	2
퇰	EA09 F017	6037	2
퇷	EA0A F017	6038	2
퇽	EA00 EF28	6039	2
툅	EA01 EF28	6040	2
툑	EA02 EF28	6041	2
툖	EA03 EF28	6042	2
툘	EA04 EF28	6043	2
툞	EA05 EF28	6044	2
툟	EA06 EF28	6045	2
툡	EA07 EF28	6046	2
툢	EA08 EF28	6047	2
툧	EA09 EF28	6048	2
툱	EA0A EF28	6049	2
툶	EA00 EF22	6050	2
툷	EA01 EF22	6051	2
툺	EA02 EF22	6052	2
퉀	EA03 EF22	6053	2
퉂	EA04 EF22	6054	2
퉃	EA05 EF22	6055	2
퉅	EA06 EF22	6056	2
퉆	EA07 EF22	6057	2
퉉	EA08 EF22	6058	2
퉍	EA09 EF22	6059	2
퉐	EA0A EF22	6060	2
퉔	EA00 EA00 EA3E	6061	2
퉕	EA01 EA00 EA3E	6062	2
퉙	EA02 EA00 EA3E	6063	2
퉚	EA03 EA00 EA3E	6064	2
퉛	EA04 EA00 EA3E	6065	2
퉣	EA05 EA00 EA3E	6066	2
퉦	EA06 EA00 EA3E	6067	2
퉩	EA07 EA00 EA3E	6068	2
퉪	EA08 EA00 EA3E	6069	2
퉱	EA09 EA00 EA3E	6070	2
퉲	EA0A EA00 EA3E	6071	2
퉶	EA00 EF4C	6072	2
퉸	EA01 EF4C	6073	2
퉽	EA02 EF4C	6074	2
튂	EA03 EF4C	6075	2
튃	EA04 EF4C	6076	2
튆	EA05 EF4C	6077	2
튎	EA06 EF4C	6078	2
튖	EA07 EF4C	6079	2
튥	EA08 EF4C	6080	2
튦	EA09 EF4C	6081	2
튪	EA0A EF4C	6082	2
튫	EA00 EF45	6083	2
튳	EA01 EF45	6084	2
튶	EA02 EF45	6085	2
튷	EA03 EF45	6086	2
튽	EA04 EF45	6087	2
튾	EA05 EF45	6088	2
틄	EA06 EF45	6089	2
틇	EA07 EF45	6090	2
틎	EA08 EF45	6091	2
틐	EA09 EF45	6092	2
틕	EA0A EF45	6093	2
틛	EA00 EF48	6094	2
틡	EA01 EF48	6095	2
틨	EA02 EF48	6096	2
틩	EA03 EF48	6097	2
틫	EA04 EF48	6098	2
틳	EA05 EF48	6099	2
틺	EA06 EF48	6100	2
팆	EA07 EF48	6101	2
팇	EA08 EF48	6102	2
팈	EA09 EF48	6103	2
팊	EA0A EF48	6104	2
팑	EA00 EA04 EA3E	6105	2
팒	EA01 EA04 EA3E	6106	2
팕	EA02 EA04 EA3E	6107	2
팚	EA03 EA04 EA3E	6108	2
팤	EA04 EA04 EA3E	6109	2
팦	EA05 EA04 EA3E	6110	2
퍀	EA06 EA04 EA3E	6111	2
퍂	EA07 EA04 EA3E	6112	2
퍍	EA08 EA04 EA3E	6113	2
퍎	EA09 EA04 EA3E	6114	2
퍏	EA0A EA04 EA3E	6115	2
퍐	EA00 EF93	6116	2
퍘	EA01 EF93	6117	2
퍤	EA02 EF93	6118	2
퍪	EA03 EF93	6119	2
퍬	EA04 EF93	6120	2
퍭	EA05 EF93	6121	2
퍴	EA06 EF93	6122	2
퍶	EA07 EF93	6123	2
퍿	EA08 EF93	6124	2
펅	EA09 EF93	6125	2
펆	EA0A EF93	6126	2
펓	EA00 EF9A	6127	2
펞	EA01 EF9A	6128	2
펢	EA02 EF9A	6129	2
펣	EA03 EF9A	6130	2
펥	EA04 EF9A	6131	2
펪	EA05 EF9A	6132	2
펵	EA06 EF9A	6133	2
펶	EA07 EF9A	6134	2
펻	EA08 EF9A	6135	2
폀	EA09 EF9A	6136	2
폊	EA0A EF9A	6137	2
폋	EA00 EF90	6138	2
폌	EA01 EF90	6139	2
폎	EA02 EF90	6140	2
폑	EA03 EF90	6141	2
폓	EA04 EF90	6142	2
폕	EA05 EF90	6143	2
폗	EA06 EF90	6144	2
폚	EA07 EF90	6145	2
폛	EA08 EF90	6146	2
폞	EA09 EF90	6147	2
폠	EA0A EF90	6148	2
폣	EA00 EF91	6149	2
폫	EA01 EF91	6150	2
폯	EA02 EF91	6151	2
폳	EA03 EF91	6152	2
폷	EA04 EF91	6153	2
폹	EA05 EF91	6154	2
퐂	EA06 EF91	6155	2
퐃	EA07 EF91	6156	2
퐅	EA08 EF91	6157	2
퐇	EA09 EF91	6158	2
퐉	EA0A EF91	6159	2
퐎	EA00 EFA0	6160	2
퐏	EA01 EFA0	6161	2
퐑	EA02 EFA0	6162	2
퐒	EA03 EFA0	6163	2
퐓	EA04 EFA0	6164	2
퐛	EA05 EFA0	6165	2
퐠	EA06 EFA0	6166	2
퐢	EA07 EFA0	6167	2
퐣	EA08 EFA0	6168	2
퐥	EA09 EFA0	6169	2
퐩	EA0A EFA0	6170	2
퐪	EA00 EFC7	6171	2
퐬	EA01 EFC7	6172	2
퐰	EA02 EFC7	6173	2
퐲	EA03 EFC7	6174	2
퐳	EA04 EFC7	6175	2
퐵	EA05 EFC7	6176	2
퐹	EA06 EFC7	6177	2
퐺	EA07 EFC7	6178	2
푇	EA08 EFC7	6179	2
푊	EA09 EFC7	6180	2
푋	EA0A EFC7	6181	2
푍	EA00 EFC3	6182	2
푖	EA01 EFC3	6183	2
푟	EA02 EFC3	6184	2
푨	EA03 EFC3	6185	2
푩	EA04 EFC3	6186	2
푪	EA05 EFC3	6187	2
푬	EA06 EFC3	6188	2
푱	EA07 EFC3	6189	2
푳	EA08 EFC3	6190	2
푴	EA09 EFC3	6191	2
푵	EA0A EFC3	6192	2
푶	EA00 EA01 EA3F	6193	2
푺	EA01 EA01 EA3F	6194	2
푾	EA02 EA01 EA3F	6195	2
푿	EA03 EA01 EA3F	6196	2
풁	EA04 EA01 EA3F	6197	2
풄	EA05 EA01 EA3F	6198	2
풅	EA06 EA01 EA3F	6199	2
풇	EA07 EA01 EA3F	6200	2
풏	EA08 EA01 EA3F	6201	2
풗	EA09 EA01 EA3F	6202	2
풘	EA0A EA01 EA3F	6203	2
풠	EA00 EFDC	6204	2
풤	EA01 EFDC	6205	2
풫	EA02 EFDC	6206	2
풵	EA03 EFDC	6207	2
풷	EA04 EFDC	6208	2
풹	EA05 EFDC	6209	2
풻	EA06 EFDC	6210	2
풾	EA07 EFDC	6211	2
퓄	EA08 EFDC	6212	2
퓇	EA09 EFDC	6213	2
퓈	EA0A EFDC	6214	2
퓍	EA00 EFAD	6215	2
퓎	EA01 EFAD	6216	2
퓖	EA02 EFAD	6217	2
퓗	EA03 EFAD	6218	2
퓙	EA04 EFAD	6219	2
퓥	EA05 EFAD	6220	2
퓧	EA06 EFAD	6221	2
퓭	EA07 EFAD	6222	2
퓱	EA08 EFAD	6223	2
퓷	EA09 EFAD	6224	2
퓺	EA0A EFAD	6225	2
퓻	EA00 EFD0	6226	2
퓼	EA01 EFD0	6227	2
픁	EA02 EFD0	6228	2
픃	EA03 EFD0	6229	2
픋	EA04 EFD0	6230	2
픍	EA05 EFD0	6231	2
픎	EA06 EFD0	6232	2
픏	EA07 EFD0	6233	2
픓	EA08 EFD0	6234	2
픜	EA09 EFD0	6235	2
픠	EA0A EFD0	6236	2
픡	EA00 EFB0	6237	2
픤	EA01 EFB0	6238	2
픩	EA02 EFB0	6239	2
픹	EA03 EFB0	6240	2
핁	EA04 EFB0	6241	2
핂	EA05 EFB0	6242	2
핇	EA06 EFB0	6243	2
핊	EA07 EFB0	6244	2
핋	EA08 EFB0	6245	2
핎	EA09 EFB0	6246	2
핔	EA0A EFB0	6247	2
핕	EA00 F0AE	6248	2
핗	EA01 F0AE	6249	2
핚	EA02 F0AE	6250	2
핝	EA03 F0AE	6251	2
핣	EA04 F0AE	6252	2
핧	EA05 F0AE	6253	2
핯	EA06 F0AE	6254	2
핰	EA07 F0AE	6255	2
핹	EA08 F0AE	6256	2
핾	EA09 F0AE	6257	2
햀	EA0A F0AE	6258	2
햁	EA00 EFBE	6259	2
햃	EA01 EFBE	6260	2
햊	EA02 EFBE	6261	2
햋	EA03 EFBE	6262	2
햓	EA04 EFBE	6263	2
햗	EA05 EFBE	6264	2
햝	EA06 EFBE	6265	2
햟	EA07 EFBE	6266	2
햡	EA08 EFBE	6267	2
햨	EA09 EFBE	6268	2
햫	EA0A EFBE	6269	2
햮	EA00 EFBC	6270	2
햯	EA01 EFBC	6271	2
햰	EA02 EFBC	6272	2
햹	EA03 EFBC	6273	2
햻	EA04 EFBC	6274	2
햿	EA05 EFBC	6275	2
헁	EA06 EFBC	6276	2
헄	EA07 EFBC	6277	2
헅	EA08 EFBC	6278	2
헆	EA09 EFBC	6279	2
헇	EA0A EFBC	6280	2
헓	EA00 EFCE	6281	2
헕	EA01 EFCE	6282	2
헖	EA02 EFCE	6283	2
헚	EA03 EFCE	6284	2
헜	EA04 EFCE	6285	2
헞	EA05 EFCE	6286	2
헟	EA06 EFCE	6287	2
헠	EA07 EFCE	6288	2
헡	EA08 EFCE	6289	2
헦	EA09 EFCE	6290	2
헯	EA0A EFCE	6291	2
헰	EA00 EFC0	6292	2
헱	EA01 EFC0	6293	2
헶	EA02 EFC0	6294	2
혂	EA03 EFC0	6295	2
혅	EA04 EFC0	6296	2
혊	EA05 EFC0	6297	2
혍	EA06 EFC0	6298	2
혎	EA07 EFC0	6299	2
혗	EA08 EFC0	6300	2
혘	EA09 EFC0	6301	2
혙	EA0A EFC0	6302	2
혛	EA00 EFC9	6303	2
혝	EA01 EFC9	6304	2
혞	EA02 EFC9	6305	2
혟	EA03 EFC9	6306	2
혡	EA04 EFC9	6307	2
혦	EA05 EFC9	6308	2
혬	EA06 EFC9	6309	2
혭	EA07 EFC9	6310	2
혱	EA08 EFC9	6311	2
혳	EA09 EFC9	6312	2
혵	EA0A EFC9	6313	2
혶	EA00 EFBF	6314	2
혾	EA01 EFBF	6315	2
홌	EA02 EFBF	6316	2
홐	EA03 EFBF	6317	2
홒	EA04 EFBF	6318	2
홖	EA05 EFBF	6319	2
홠	EA06 EFBF	6320	2
홥	EA07 EFBF	6321	2
홦	EA08 EFBF	6322	2
홨	EA09 EFBF	6323	2
홪	EA0A EFBF	6324	2
홭	EA00 EFD1	6325	2
홮	EA01 EFD1	6326	2
홱	EA02 EFD1	6327	2
홶	EA03 EFD1	6328	2
홷	EA04 EFD1	6329	2
홸	EA05 EFD1	6330	2
홽	EA06 EFD1	6331	2
횁	EA07 EFD1	6332	2
횂	EA08 EFD1	6333	2
횆	EA09 EFD1	6334	2
횊	EA0A EFD1	6335	2
횖	EA00 EFD4	6336	2
횛	EA01 EFD4	6337	2
횞	EA02 EFD4	6338	2
횧	EA03 EFD4	6339	2
횮	EA04 EFD4	6340	2
횯	EA05 EFD4	6341	2
횲	EA06 EFD4	6342	2
횴	EA07 EFD4	6343	2
횵	EA08 EFD4	6344	2
횷	EA09 EFD4	6345	2
횸	EA0A EFD4	6346	2
횺	EA00 F003	6347	2
횾	EA01 F003	6348	2
횿	EA02 F003	6349	2
훉	EA03 F003	6350	2
훋	EA04 F003	6351	2
훏	EA05 F003	6352	2
훖	EA06 F003	6353	2
훝	EA07 F003	6354	2
훞	EA08 F003	6355	2
훟	EA09 F003	6356	2
훢	EA0A F003	6357	2
훥	EA00 EFE8	6358	2
훦	EA01 EFE8	6359	2
훬	EA02 EFE8	6360	2
훮	EA03 EFE8	6361	2
훴	EA04 EFE8	6362	2
훺	EA05 EFE8	6363	2
휈	EA06 EFE8	6364	2
휋	EA07 EFE8	6365	2
휏	EA08 EFE8	6366	2
휐	EA09 EFE8	6367	2
휒	EA0A EFE8	6368	2
휓	EA00 EFFD	6369	2
휗	EA01 EFFD	6370	2
휚	EA02 EFFD	6371	2
휛	EA03 EFFD	6372	2
휝	EA04 EFFD	6373	2
휞	EA05 EFFD	6374	2
휟	EA06 EFFD	6375	2
휢	EA07 EFFD	6376	2
휪	EA08 EFFD	6377	2
휮	EA09 EFFD	6378	2
휯	EA0A EFFD	6379	2
휱	EA00 EFF9	6380	2
휳	EA01 EFF9	6381	2
휵	EA02 EFF9	6382	2
휶	EA03 EFF9	6383	2
휿	EA04 EFF9	6384	2
흀	EA05 EFF9	6385	2
흅	EA06 EFF9	6386	2
흊	EA07 EFF9	6387	2
흍	EA08 EFF9	6388	2
흎	EA09 EFF9	6389	2
흜	EA0A EFF9	6390	2
흞	EA00 F004	6391	2
흨	EA01 F004	6392	2
흮	EA02 F004	6393	2
흳	EA03 F004	6394	2
흷	EA04 F004	6395	2
흼	EA05 F004	6396	2
힀	EA06 F004	6397	2
힊	EA07 F004	6398	2
힋	EA08 F004	6399	2
힎	EA09 F004	6400	2
힑	EA0A F004	6401	2
힕	EA00 F009	6402	2
힖	EA01 F009	6403	2
힢	EA02 F009	6404	2
　	EA03 F009	6405	1
〄	EA04 F009	6406	1
〆	EA05 F009	6407	1
〒	EA06 F009	6408	1
〚	EA07 F009	6409	1
〛	EA08 F009	6410	1
〞	EA09 F009	6411	1
〠	EA0A F009	6412	1
〡	EA00 F00A	6413	1
〢	EA01 F00A	6414	1
〣	EA02 F00A	6415	1
〤	EA03 F00A	6416	1
〥	EA04 F00A	6417	1
〦	EA05 F00A	6418	1
〧	EA06 F00A	6419	1
〨	EA07 F00A	6420	1
〩	EA08 F00A	6421	1
〪	EA09 F00A	6422	1
〫	EA0A F00A	6423	1
〬	EA00 F014	6424	1
〭	EA01 F014	6425	1
〯	EA02 F014	6426	1
〰	EA03 F014	6427	1
〱	EA04 F014	6428	1
〲	EA05 F014	6429	1
〳	EA06 F014	6430	1
〴	EA07 F014	6431	1
〵	EA08 F014	6432	1
〶	EA09 F014	6433	1
〷	EA0A F014	6434	1
〸	EA00 F01A	6435	1
〹	EA01 F01A	6436	1
〺	EA02 F01A	6437	1
〻	EA03 F01A	6438	1
〼	EA04 F01A	6439	1
〽	EA05 F01A	6440	1
〾	EA06 F01A	6441	1
〿	EA07 F01A	6442	1
ㄶ	EA08 F01A	6443	1
ㄺ	EA09 F01A	6444	1
ㄻ	EA0A F01A	6445	1
ㄼ	EA00 F02D	6446	1
ㄽ	EA01 F02D	6447	1
ㄾ	EA02 F02D	6448	1
ㄿ	EA03 F02D	6449	1
ㅒ	EA04 F02D	6450	1
ㅞ	EA05 F02D	6451	1
ㅦ	EA06 F02D	6452	1
ㅧ	EA07 F02D	6453	1
ㅨ	EA08 F02D	6454	1
ㅩ	EA09 F02D	6455	1
ㅪ	EA0A F02D	6456	1
ㅫ	EA00 F051	6457	1
ㅬ	EA01 F051	6458	1
ㅭ	EA02 F051	6459	1
ㅮ	EA03 F051	6460	1
ㅯ	EA04 F051	6461	1
ㅰ	EA05 F051	6462	1
ㅱ	EA06 F051	6463	1
ㅲ	EA07 F051	6464	1
ㅳ	EA08 F051	6465	1
ㅴ	EA09 F051	6466	1
ㅵ	EA0A F051	6467	1
ㅶ	EA00 F147	6468	1
ㅷ	EA01 F147	6469	1
ㅹ	EA02 F147	6470	1
ㅺ	EA03 F147	6471	1
ㅻ	EA04 F147	6472	1
ㅼ	EA05 F147	6473	1
ㅽ	EA06 F147	6474	1
ㅾ	EA07 F147	6475	1
ㆀ	EA08 F147	6476	1
ㆂ	EA09 F147	6477	1
ㆃ	EA0A F147	6478	1
ㆄ	EA00 F09C	6479	1
ㆅ	EA01 F09C	6480	1
ㆇ	EA02 F09C	6481	1
ㆈ	EA03 F09C	6482	1
ㆉ	EA04 F09C	6483	1
ㆊ	EA05 F09C	6484	1
ㆋ	EA06 F09C	6485	1
ㆌ	EA07 F09C	6486	1
갃	EA08 F09C	6487	1
갅	EA09 F09C	6488	1
갆	EA0A F09C	6489	1
갍	EA00 F042	6490	1
갎	EA01 F042	6491	1
갏	EA02 F042	6492	1
갞	EA03 F042	6493	1
갟	EA04 F042	6494	1
갡	EA05 F042	6495	1
갢	EA06 F042	6496	1
갦	EA07 F042	6497	1
갧	EA08 F042	6498	1
갩	EA09 F042	6499	1
갪	EA0A F042	6500	1
갮	EA00 F03A	6501	1
갳	EA01 F03A	6502	1
갶	EA02 F03A	6503	1
갺	EA03 F03A	6504	1
갻	EA04 F03A	6505	1
갽	EA05 F03A	6506	1
갾	EA06 F03A	6507	1
걂	EA07 F03A	6508	1
걃	EA08 F03A	6509	1
걅	EA09 F03A	6510	1
걆	EA0A F03A	6511	1
걈	EA00 F078	6512	1
걊	EA01 F078	6513	1
걋	EA02 F078	6514	1
걐	EA03 F078	6515	1
걕	EA04 F078	6516	1
걗	EA05 F078	6517	1
걘	EA06 F078	6518	1
걛	EA07 F078	6519	1
걜	EA08 F078	6520	1
걞	EA09 F078	6521	1
걟	EA0A F078	6522	1
걣	EA00 F073	6523	1
걤	EA01 F073	6524	1
걥	EA02 F073	6525	1
걦	EA03 F073	6526	1
걧	EA04 F073	6527	1
걨	EA05 F073	6528	1
걮	EA06 F073	6529	1
걯	EA07 F073	6530	1
걵	EA08 F073	6531	1
걶	EA09 F073	6532	1
걹	EA0A F073	6533	1
걻	EA00 F039	6534	1
걼	EA01 F039	6535	1
걽	EA02 F039	6536	1
겑	EA03 F039	6537	1
겕	EA04 F039	6538	1
겛	EA05 F039	6539	1
겤	EA06 F039	6540	1
겦	EA07 F039	6541	1
겧	EA08 F039	6542	1
겫	EA09 F039	6543	1
겱	EA0A F039	6544	1
겲	EA00 F124	6545	1
겳	EA01 F124	6546	1
겵	EA02 F124	6547	1
겷	EA03 F124	6548	1
겿	EA04 F124	6549	1
곀	EA05 F124	6550	1
곃	EA06 F124	6551	1
곆	EA07 F124	6552	1
곇	EA08 F124	6553	1
곉	EA09 F124	6554	1
곋	EA0A F124	6555	1
곎	EA00 F0DD	6556	1
곐	EA01 F0DD	6557	1
곑	EA02 F0DD	6558	1
곒	EA03 F0DD	6559	1
곓	EA04 F0DD	6560	1
곔	EA05 F0DD	6561	1
곖	EA06 F0DD	6562	1
곜	EA07 F0DD	6563	1
곝	EA08 F0DD	6564	1
곢	EA09 F0DD	6565	1
곣	EA0A F0DD	6566	1
곥	EA00 F084	6567	1
곦	EA01 F084	6568	1
곩	EA02 F084	6569	1
곫	EA03 F084	6570	1
곮	EA04 F084	6571	1
곲	EA05 F084	6572	1
곴	EA06 F084	6573	1
곸	EA07 F084	6574	1
곹	EA08 F084	6575	1
괃	EA09 F084	6576	1
괆	EA0A F084	6577	1
괇	EA00 F1DC	6578	1
괈	EA01 F1DC	6579	1
괎	EA02 F1DC	6580	1
괐	EA03 F1DC	6581	1
괒	EA04 F1DC	6582	1
괔	EA05 F1DC	6583	1
괕	EA06 F1DC	6584	1
괖	EA07 F1DC	6585	1
괗	EA08 F1DC	6586	1
괛	EA09 F1DC	6587	1
괝	EA0A F1DC	6588	1
괡	EA00 F0A6	6589	1
괢	EA01 F0A6	6590	1
괣	EA02 F0A6	6591	1
괥	EA03 F0A6	6592	1
괦	EA04 F0A6	6593	1
괧	EA05 F0A6	6594	1
괩	EA06 F0A6	6595	1
괪	EA07 F0A6	6596	1
괬	EA08 F0A6	6597	1
괶	EA09 F0A6	6598	1
괷	EA0A F0A6	6599	1
괹	EA00 F080	6600	1
괾	EA01 F080	6601	1
괿	EA02 F080	6602	1
굀	EA03 F080	6603	1
굁	EA04 F080	6604	1
굂	EA05 F080	6605	1
굃	EA06 F080	6606	1
굆	EA07 F080	6607	1
굈	EA08 F080	6608	1
굊	EA09 F080	6609	1
굋	EA0A F080	6610	1
굎	EA00 F12A	6611	1
굏	EA01 F12A	6612	1
굑	EA02 F12A	6613	1
굓	EA03 F12A	6614	1
굔	EA04 F12A	6615	1
굕	EA05 F12A	6616	1
굖	EA06 F12A	6617	1
굗	EA07 F12A	6618	1
굙	EA08 F12A	6619	1
굚	EA09 F12A	6620	1
굜	EA0A F12A	6621	1
굝	EA00 F091	6622	1
굠	EA01 F091	6623	1
굡	EA02 F091	6624	1
굢	EA03 F091	6625	1
굤	EA04 F091	6626	1
굦	EA05 F091	6627	1
굧	EA06 F091	6628	1
굨	EA07 F091	6629	1
굩	EA08 F091	6630	1
굫	EA09 F091	6631	1
굱	EA0A F091	6632	1
굸	EA00 F0A9	6633	1
굹	EA01 F0A9	6634	1
굺	EA02 F0A9	6635	1
굾	EA03 F0A9	6636	1
궄	EA04 F0A9	6637	1
궊	EA05 F0A9	6638	1
궋	EA06 F0A9	6639	1
궍	EA07 F0A9	6640	1
궎	EA08 F0A9	6641	1
궏	EA09 F0A9	6642	1
궕	EA0A F0A9	6643	1
궖	EA00 F192	6644	1
궗	EA01 F192	6645	1
궙	EA02 F192	6646	1
궛	EA03 F192	6647	1
궞	EA04 F192	6648	1
궟	EA05 F192	6649	1
궠	EA06 F192	6650	1
궣	EA07 F192	6651	1
궦	EA08 F192	6652	1
궪	EA09 F192	6653	1
궫	EA0A F192	6654	1
궭	EA00 F0D0	6655	1
궯	EA01 F0D0	6656	1
궰	EA02 F0D0	6657	1
궱	EA03 F0D0	6658	1
궳	EA04 F0D0	6659	1
궴	EA05 F0D0	6660	1
궵	EA06 F0D0	6661	1
궺	EA07 F0D0	6662	1
궻	EA08 F0D0	6663	1
궼	EA09 F0D0	6664	1
궾	EA0A F0D0	6665	1
궿	EA00 F2A0	6666	1
귂	EA01 F2A0	6667	1
귅	EA02 F2A0	6668	1
귇	EA03 F2A0	6669	1
귉	EA04 F2A0	6670	1
귋	EA05 F2A0	6671	1
귌	EA06 F2A0	6672	1
귏	EA07 F2A0	6673	1
귔	EA08 F2A0	6674	1
귕	EA09 F2A0	6675	1
귙	EA0A F2A0	6676	1
귛	EA00 F301	6677	1
귞	EA01 F301	6678	1
귟	EA02 F301	6679	1
귢	EA03 F301	6680	1
귥	EA04 F301	6681	1
귦	EA05 F301	6682	1
귨	EA06 F301	6683	1
귩	EA07 F301	6684	1
귫	EA08 F301	6685	1
귮	EA09 F301	6686	1
귲	EA0A F301	6687	1
귳	EA00 F0E5	6688	1
귴	EA01 F0E5	6689	1
귷	EA02 F0E5	6690	1
귺	EA03 F0E5	6691	1
귻	EA04 F0E5	6692	1
귽	EA05 F0E5	6693	1
귾	EA06 F0E5	6694	1
긂	EA07 F0E5	6695	1
긃	EA08 F0E5	6696	1
긄	EA09 F0E5	6697	1
긆	EA0A F0E5	6698	1
긌	EA00 F0BD	6699	1
긏	EA01 F0BD	6700	1
긐	EA02 F0BD	6701	1
긒	EA03 F0BD	6702	1
긓	EA04 F0BD	6703	1
긖	EA05 F0BD	6704	1
긘	EA06 F0BD	6705	1
긙	EA07 F0BD	6706	1
긝	EA08 F0BD	6707	1
긞	EA09 F0BD	6708	1
긠	EA0A F0BD	6709	1
긨	EA00 EA04 EA42	6710	1
긩	EA01 EA04 EA42	6711	1
긪	EA02 EA04 EA42	6712	1
긫	EA03 EA04 EA42	6713	1
긬	EA04 EA04 EA42	6714	1
긯	EA05 EA04 EA42	6715	1
긳	EA06 EA04 EA42	6716	1
긶	EA07 EA04 EA42	6717	1
긹	EA08 EA04 EA42	6718	1
긺	EA09 EA04 EA42	6719	1
긼	EA0A EA04 EA42	6720	1
깋	EA00 F0DC	6721	1
깏	EA01 F0DC	6722	1
깑	EA02 F0DC	6723	1
깕	EA03 F0DC	6724	1
깘	EA04 F0DC	6725	1
깙	EA05 F0DC	6726	1
깚	EA06 F0DC	6727	1
깛	EA07 F0DC	6728	1
깪	EA08 F0DC	6729	1
깮	EA09 F0DC	6730	1
깯	EA0A F0DC	6731	1
깲	EA00 F10A	6732	1
깳	EA01 F10A	6733	1
깴	EA02 F10A	6734	1
깶	EA03 F10A	6735	1
깺	EA04 F10A	6736	1
깿	EA05 F10A	6737	1
꺀	EA06 F10A	6738	1
꺁	EA07 F10A	6739	1
꺂	EA08 F10A	6740	1
꺃	EA09 F10A	6741	1
꺆	EA0A F10A	6742	1
꺈	EA00 F157	6743	1
꺉	EA01 F157	6744	1
꺋	EA02 F157	6745	1
꺌	EA03 F157	6746	1
꺏	EA04 F157	6747	1
꺒	EA05 F157	6748	1
꺔	EA06 F157	6749	1
꺕	EA07 F157	6750	1
꺖	EA08 F157	6751	1
꺗	EA09 F157	6752	1
꺘	EA0A F157	6753	1
꺚	EA00 F160	6754	1
꺛	EA01 F160	6755	1
꺝	EA02 F160	6756	1
꺞	EA03 F160	6757	1
꺟	EA04 F160	6758	1
꺢	EA05 F160	6759	1
꺣	EA06 F160	6760	1
꺤	EA07 F160	6761	1
꺥	EA08 F160	6762	1
꺧	EA09 F160	6763	1
꺨	EA0A F160	6764	1
꺫	EA00 EA09 EA42	6765	1
꺬	EA01 EA09 EA42	6766	1
꺮	EA02 EA09 EA42	6767	1
꺯	EA03 EA09 EA42	6768	1
꺳	EA04 EA09 EA42	6769	1
꺴	EA05 EA09 EA42	6770	1
꺶	EA06 EA09 EA42	6771	1
꺷	EA07 EA09 EA42	6772	1
꺸	EA08 EA09 EA42	6773	1
꺹	EA09 EA09 EA42	6774	1
꺺	EA0A EA09 EA42	6775	1
꺻	EA00 EA0A EA42	6776	1
껁	EA01 EA0A EA42	6777	1
껅	EA02 EA0A EA42	6778	1
껉	EA03 EA0A EA42	6779	1
껒	EA04 EA0A EA42	6780	1
껓	EA05 EA0A EA42	6781	1
껔	EA06 EA0A EA42	6782	1
껕	EA07 EA0A EA42	6783	1
껙	EA08 EA0A EA42	6784	1
껚	EA09 EA0A EA42	6785	1
껝	EA0A EA0A EA42	6786	1
껞	EA00 F120	6787	1
껡	EA01 F120	6788	1
껢	EA02 F120	6789	1
