character	code_hex	rank	freq
쳠	EA01 EB7C	3290	3
촅	EA02 EB7C	3291	3
촏	EA03 EB7C	3292	3
촣	EA04 EB7C	3293	3
촶	EA05 EB7C	3294	3
촸	EA06 EB7C	3295	3
촾	EA07 EB7C	3296	3
쵃	EA08 EB7C	3297	3
쵍	EA09 EB7C	3298	3
쵑	EA0A EB7C	3299	3
쵕	EA00 EB7D	3300	3
쵦	EA01 EB7D	3301	3
쵮	EA02 EB7D	3302	3
춂	EA03 EB7D	3303	3
춈	EA04 EB7D	3304	3
춙	EA05 EB7D	3305	3
춦	EA06 EB7D	3306	3
춭	EA07 EB7D	3307	3
춮	EA08 EB7D	3308	3
춴	EA09 EB7D	3309	3
춸	EA0A EB7D	3310	3
췃	EA00 EB7F	3311	3
췑	EA01 EB7F	3312	3
췕	EA02 EB7F	3313	3
츷	EA03 EB7F	3314	3
츺	EA04 EB7F	3315	3
츿	EA05 EB7F	3316	3
칁	EA06 EB7F	3317	3
칇	EA07 EB7F	3318	3
칋	EA08 EB7F	3319	3
칌	EA09 EB7F	3320	3
칒	EA0A EB7F	3321	3
칝	EA00 EB80	3322	3
칤	EA01 EB80	3323	3
칯	EA02 EB80	3324	3
칿	EA03 EB80	3325	3
캌	EA04 EB80	3326	3
캕	EA05 EB80	3327	3
캰	EA06 EB80	3328	3
캶	EA07 EB80	3329	3
컋	EA08 EB80	3330	3
컐	EA09 EB80	3331	3
컓	EA0A EB80	3332	3
컔	EA00 EA05 EA25	3333	3
컕	EA01 EA05 EA25	3334	3
컡	EA02 EA05 EA25	3335	3
컣	EA03 EA05 EA25	3336	3
컽	EA04 EA05 EA25	3337	3
컿	EA05 EA05 EA25	3338	3
켞	EA06 EA05 EA25	3339	3
켦	EA07 EA05 EA25	3340	3
켧	EA08 EA05 EA25	3341	3
켱	EA09 EA05 EA25	3342	3
콀	EA0A EA05 EA25	3343	3
콊	EA00 EC2F	3344	3
콐	EA01 EC2F	3345	3
콪	EA02 EC2F	3346	3
콲	EA03 EC2F	3347	3
쾁	EA04 EC2F	3348	3
쾓	EA05 EC2F	3349	3
쾕	EA06 EC2F	3350	3
쾸	EA07 EC2F	3351	3
쾺	EA08 EC2F	3352	3
쾻	EA09 EC2F	3353	3
쿍	EA0A EC2F	3354	3
쿛	EA00 EB89	3355	3
쿪	EA01 EB89	3356	3
쿭	EA02 EB89	3357	3
쿴	EA03 EB89	3358	3
퀆	EA04 EB89	3359	3
퀉	EA05 EB89	3360	3
퀐	EA06 EB89	3361	3
퀑	EA07 EB89	3362	3
퀝	EA08 EB89	3363	3
퀞	EA09 EB89	3364	3
퀩	EA0A EB89	3365	3
퀱	EA00 EBAA	3366	3
퀿	EA01 EBAA	3367	3
큁	EA02 EBAA	3368	3
큋	EA03 EBAA	3369	3
큟	EA04 EBAA	3370	3
큣	EA05 EBAA	3371	3
큥	EA06 EBAA	3372	3
큳	EA07 EBAA	3373	3
큵	EA08 EBAA	3374	3
큿	EA09 EBAA	3375	3
킀	EA0A EBAA	3376	3
킊	EA00 EB8A	3377	3
킙	EA01 EB8A	3378	3
킺	EA02 EB8A	3379	3
킾	EA03 EB8A	3380	3
탨	EA04 EB8A	3381	3
탶	EA05 EB8A	3382	3
턀	EA06 EB8A	3383	3
턋	EA07 EB8A	3384	3
턙	EA08 EB8A	3385	3
턤	EA09 EB8A	3386	3
턾	EA0A EB8A	3387	3
턿	EA00 EB8F	3388	3
텪	EA01 EB8F	3389	3
텳	EA02 EB8F	3390	3
톁	EA03 EB8F	3391	3
톯	EA04 EB8F	3392	3
톼	EA05 EB8F	3393	3
톽	EA06 EB8F	3394	3
퇇	EA07 EB8F	3395	3
퇊	EA08 EB8F	3396	3
퇦	EA09 EB8F	3397	3
퇭	EA0A EB8F	3398	3
퇶	EA00 EB99	3399	3
퇻	EA01 EB99	3400	3
툄	EA02 EB99	3401	3
툔	EA03 EB99	3402	3
툩	EA04 EB99	3403	3
툯	EA05 EB99	3404	3
툹	EA06 EB99	3405	3
툿	EA07 EB99	3406	3
퉋	EA08 EB99	3407	3
퉓	EA09 EB99	3408	3
퉗	EA0A EB99	3409	3
퉝	EA00 EBCB	3410	3
퉢	EA01 EBCB	3411	3
퉨	EA02 EBCB	3412	3
퉵	EA03 EBCB	3413	3
퉼	EA04 EBCB	3414	3
튑	EA05 EBCB	3415	3
튱	EA06 EBCB	3416	3
튲	EA07 EBCB	3417	3
튺	EA08 EBCB	3418	3
틏	EA09 EBCB	3419	3
틒	EA0A EBCB	3420	3
틞	EA00 EB91	3421	3
틠	EA01 EB91	3422	3
틣	EA02 EB91	3423	3
틤	EA03 EB91	3424	3
팘	EA04 EB91	3425	3
팳	EA05 EB91	3426	3
퍖	EA06 EB91	3427	3
퍡	EA07 EB91	3428	3
퍮	EA08 EB91	3429	3
펈	EA09 EB91	3430	3
펋	EA0A EB91	3431	3
펚	EA00 EBD4	3432	3
펡	EA01 EBD4	3433	3
펧	EA02 EBD4	3434	3
펰	EA03 EBD4	3435	3
펺	EA04 EBD4	3436	3
폁	EA05 EBD4	3437	3
폃	EA06 EBD4	3438	3
폆	EA07 EBD4	3439	3
폙	EA08 EBD4	3440	3
폥	EA09 EBD4	3441	3
폦	EA0A EBD4	3442	3
폧	EA00 EB92	3443	3
퐐	EA01 EB92	3444	3
퐜	EA02 EB92	3445	3
퐞	EA03 EB92	3446	3
퐤	EA04 EB92	3447	3
퐼	EA05 EB92	3448	3
퐿	EA06 EB92	3449	3
푂	EA07 EB92	3450	3
푑	EA08 EB92	3451	3
푡	EA09 EB92	3452	3
푣	EA0A EB92	3453	3
풊	EA00 EBC9	3454	3
풑	EA01 EBC9	3455	3
풙	EA02 EBC9	3456	3
풡	EA03 EBC9	3457	3
풸	EA04 EBC9	3458	3
퓁	EA05 EBC9	3459	3
퓒	EA06 EBC9	3460	3
퓓	EA07 EBC9	3461	3
퓤	EA08 EBC9	3462	3
퓿	EA09 EBC9	3463	3
픉	EA0A EBC9	3464	3
픊	EA00 EBA5	3465	3
픖	EA01 EBA5	3466	3
픝	EA02 EBA5	3467	3
픧	EA03 EBA5	3468	3
픪	EA04 EBA5	3469	3
픻	EA05 EBA5	3470	3
픾	EA06 EBA5	3471	3
핅	EA07 EBA5	3472	3
핛	EA08 EBA5	3473	3
핦	EA09 EBA5	3474	3
햂	EA0A EBA5	3475	3
햚	EA00 EBA3	3476	3
헃	EA01 EBA3	3477	3
헣	EA02 EBA3	3478	3
헧	EA03 EBA3	3479	3
혒	EA04 EBA3	3480	3
혖	EA05 EBA3	3481	3
혣	EA06 EBA3	3482	3
혲	EA07 EBA3	3483	3
혻	EA08 EBA3	3484	3
홙	EA09 EBA3	3485	3
홡	EA0A EBA3	3486	3
홢	EA00 EB9F	3487	3
홤	EA01 EB9F	3488	3
홴	EA02 EB9F	3489	3
홾	EA03 EB9F	3490	3
횄	EA04 EB9F	3491	3
횉	EA05 EB9F	3492	3
횦	EA06 EB9F	3493	3
횩	EA07 EB9F	3494	3
횪	EA08 EB9F	3495	3
횶	EA09 EB9F	3496	3
훁	EA0A EB9F	3497	3
훂	EA00 EB9B	3498	3
훍	EA01 EB9B	3499	3
훘	EA02 EB9B	3500	3
훪	EA03 EB9B	3501	3
훾	EA04 EB9B	3502	3
휊	EA05 EB9B	3503	3
휌	EA06 EB9B	3504	3
휹	EA07 EB9B	3505	3
휺	EA08 EB9B	3506	3
흛	EA09 EB9B	3507	3
흢	EA0A EB9B	3508	3
흴	EA00 EBC2	3509	3
흹	EA01 EBC2	3510	3
힜	EA02 EBC2	3511	3
〖	EA03 EBC2	3512	2
〗	EA04 EBC2	3513	2
〘	EA05 EBC2	3514	2
〟	EA06 EBC2	3515	2
ㄳ	EA07 EBC2	3516	2
ㄵ	EA08 EBC2	3517	2
ㅃ	EA09 EBC2	3518	2
ㅄ	EA0A EBC2	3519	2
ㅖ	EA00 EBA1	3520	2
ㅙ	EA01 EBA1	3521	2
ㅚ	EA02 EBA1	3522	2
ㅛ	EA03 EBA1	3523	2
ㅝ	EA04 EBA1	3524	2
ㅟ	EA05 EBA1	3525	2
ㅥ	EA06 EBA1	3526	2
ㆎ	EA07 EBA1	3527	2
갂	EA08 EBA1	3528	2
갋	EA09 EBA1	3529	2
갌	EA0A EBA1	3530	2
갘	EA00 EBA2	3531	2
갣	EA01 EBA2	3532	2
갨	EA02 EBA2	3533	2
갫	EA03 EBA2	3534	2
갲	EA04 EBA2	3535	2
갴	EA05 EBA2	3536	2
갵	EA06 EBA2	3537	2
갼	EA07 EBA2	3538	2
갿	EA08 EBA2	3539	2
걁	EA09 EBA2	3540	2
걄	EA0A EBA2	3541	2
걉	EA00 EBAB	3542	2
걎	EA01 EBAB	3543	2
걑	EA02 EBAB	3544	2
걒	EA03 EBAB	3545	2
걓	EA04 EBAB	3546	2
걖	EA05 EBAB	3547	2
걚	EA06 EBAB	3548	2
걝	EA07 EBAB	3549	2
걠	EA08 EBAB	3550	2
걢	EA09 EBAB	3551	2
걪	EA0A EBAB	3552	2
걫	EA00 EBB1	3553	2
걭	EA01 EBB1	3554	2
걳	EA02 EBB1	3555	2
걾	EA03 EBB1	3556	2
걿	EA04 EBB1	3557	2
겂	EA05 EBB1	3558	2
겇	EA06 EBB1	3559	2
겒	EA07 EBB1	3560	2
겓	EA08 EBB1	3561	2
겗	EA09 EBB1	3562	2
겘	EA0A EBB1	3563	2
겚	EA00 EBB2	3564	2
겞	EA01 EBB2	3565	2
겢	EA02 EBB2	3566	2
겥	EA03 EBB2	3567	2
겭	EA04 EBB2	3568	2
겮	EA05 EBB2	3569	2
겴	EA06 EBB2	3570	2
겾	EA07 EBB2	3571	2
곂	EA08 EBB2	3572	2
곍	EA09 EBB2	3573	2
곏	EA0A EBB2	3574	2
곕	EA00 EBB5	3575	2
곚	EA01 EBB5	3576	2
곛	EA02 EBB5	3577	2
곞	EA03 EBB5	3578	2
곟	EA04 EBB5	3579	2
곭	EA05 EBB5	3580	2
곷	EA06 EBB5	3581	2
곺	EA07 EBB5	3582	2
곻	EA08 EBB5	3583	2
괅	EA09 EBB5	3584	2
괍	EA0A EBB5	3585	2
괓	EA00 EBB8	3586	2
괙	EA01 EBB8	3587	2
괚	EA02 EBB8	3588	2
괟	EA03 EBB8	3589	2
괠	EA04 EBB8	3590	2
괨	EA05 EBB8	3591	2
괫	EA06 EBB8	3592	2
괮	EA07 EBB8	3593	2
괯	EA08 EBB8	3594	2
괰	EA09 EBB8	3595	2
괱	EA0A EBB8	3596	2
괳	EA00 EBBA	3597	2
괻	EA01 EBBA	3598	2
굅	EA02 EBBA	3599	2
굇	EA03 EBBA	3600	2
굌	EA04 EBBA	3601	2
굍	EA05 EBBA	3602	2
굒	EA06 EBBA	3603	2
굞	EA07 EBBA	3604	2
굟	EA08 EBBA	3605	2
굪	EA09 EBBA	3606	2
굯	EA0A EBBA	3607	2
궇	EA00 EBBB	3608	2
궑	EA01 EBBB	3609	2
궒	EA02 EBBB	3610	2
궓	EA03 EBBB	3611	2
궔	EA04 EBBB	3612	2
궚	EA05 EBBB	3613	2
궢	EA06 EBBB	3614	2
궥	EA07 EBBB	3615	2
궩	EA08 EBBB	3616	2
궮	EA09 EBBB	3617	2
궲	EA0A EBBB	3618	2
궶	EA00 EBBD	3619	2
궸	EA01 EBBD	3620	2
궽	EA02 EBBD	3621	2
귃	EA03 EBBD	3622	2
귆	EA04 EBBD	3623	2
귊	EA05 EBBD	3624	2
귍	EA06 EBBD	3625	2
귎	EA07 EBBD	3626	2
귒	EA08 EBBD	3627	2
귖	EA09 EBBD	3628	2
귗	EA0A EBBD	3629	2
귚	EA00 EBC4	3630	2
귝	EA01 EBC4	3631	2
귡	EA02 EBC4	3632	2
귣	EA03 EBC4	3633	2
귧	EA04 EBC4	3634	2
귬	EA05 EBC4	3635	2
귭	EA06 EBC4	3636	2
귯	EA07 EBC4	3637	2
귰	EA08 EBC4	3638	2
귵	EA09 EBC4	3639	2
귶	EA0A EBC4	3640	2
긅	EA00 EBF2	3641	2
긊	EA01 EBF2	3642	2
긎	EA02 EBF2	3643	2
긚	EA03 EBF2	3644	2
긛	EA04 EBF2	3645	2
긜	EA05 EBF2	3646	2
긡	EA06 EBF2	3647	2
긢	EA07 EBF2	3648	2
긤	EA08 EBF2	3649	2
긦	EA09 EBF2	3650	2
긧	EA0A EBF2	3651	2
긭	EA00 EBCD	3652	2
긮	EA01 EBCD	3653	2
긲	EA02 EBCD	3654	2
긵	EA03 EBCD	3655	2
긻	EA04 EBCD	3656	2
긽	EA05 EBCD	3657	2
긿	EA06 EBCD	3658	2
깒	EA07 EBCD	3659	2
깖	EA08 EBCD	3660	2
깗	EA09 EBCD	3661	2
깣	EA0A EBCD	3662	2
깦	EA00 EC89	3663	2
깩	EA01 EC89	3664	2
깫	EA02 EC89	3665	2
깭	EA03 EC89	3666	2
깱	EA04 EC89	3667	2
깵	EA05 EC89	3668	2
깷	EA06 EC89	3669	2
깾	EA07 EC89	3670	2
꺇	EA08 EC89	3671	2
꺍	EA09 EC89	3672	2
꺎	EA0A EC89	3673	2
꺐	EA00 EBDF	3674	2
꺑	EA01 EBDF	3675	2
꺜	EA02 EBDF	3676	2
꺦	EA03 EBDF	3677	2
꺩	EA04 EBDF	3678	2
꺪	EA05 EBDF	3679	2
꺭	EA06 EBDF	3680	2
꺲	EA07 EBDF	3681	2
껂	EA08 EBDF	3682	2
껃	EA09 EBDF	3683	2
껆	EA0A EBDF	3684	2
껇	EA00 EBFE	3685	2
껈	EA01 EBFE	3686	2
껊	EA02 EBFE	3687	2
껖	EA03 EBFE	3688	2
껗	EA04 EBFE	3689	2
껛	EA05 EBFE	3690	2
껟	EA06 EBFE	3691	2
껤	EA07 EBFE	3692	2
껥	EA08 EBFE	3693	2
껨	EA09 EBFE	3694	2
껬	EA0A EBFE	3695	2
껱	EA00 EC74	3696	2
껵	EA01 EC74	3697	2
껹	EA02 EC74	3698	2
껺	EA03 EC74	3699	2
껻	EA04 EC74	3700	2
껽	EA05 EC74	3701	2
꼂	EA06 EC74	3702	2
꼆	EA07 EC74	3703	2
꼎	EA08 EC74	3704	2
꼑	EA09 EC74	3705	2
꼒	EA0A EC74	3706	2
꼓	EA00 EC00	3707	2
꼔	EA01 EC00	3708	2
꼕	EA02 EC00	3709	2
꼖	EA03 EC00	3710	2
꼘	EA04 EC00	3711	2
꼜	EA05 EC00	3712	2
꼠	EA06 EC00	3713	2
꼡	EA07 EC00	3714	2
꼢	EA08 EC00	3715	2
꼣	EA09 EC00	3716	2
꼧	EA0A EC00	3717	2
꼮	EA00 EC19	3718	2
꼹	EA01 EC19	3719	2
꽄	EA02 EC19	3720	2
꽆	EA03 EC19	3721	2
꽇	EA04 EC19	3722	2
꽋	EA05 EC19	3723	2
꽍	EA06 EC19	3724	2
꽎	EA07 EC19	3725	2
꽐	EA08 EC19	3726	2
꽔	EA09 EC19	3727	2
꽖	EA0A EC19	3728	2
꽛	EA00 EBDE	3729	2
꽢	EA01 EBDE	3730	2
꽣	EA02 EBDE	3731	2
꽧	EA03 EBDE	3732	2
꽰	EA04 EBDE	3733	2
꽲	EA05 EBDE	3734	2
꽵	EA06 EBDE	3735	2
꽽	EA07 EBDE	3736	2
꽿	EA08 EBDE	3737	2
꾂	EA09 EBDE	3738	2
꾃	EA0A EBDE	3739	2
꾄	EA00 EBDD	3740	2
꾇	EA01 EBDD	3741	2
꾈	EA02 EBDD	3742	2
꾒	EA03 EBDD	3743	2
꾓	EA04 EBDD	3744	2
꾕	EA05 EBDD	3745	2
꾝	EA06 EBDD	3746	2
꾟	EA07 EBDD	3747	2
꾠	EA08 EBDD	3748	2
꾩	EA09 EBDD	3749	2
꾪	EA0A EBDD	3750	2
꾱	EA00 ECCC	3751	2
꾳	EA01 ECCC	3752	2
꾶	EA02 ECCC	3753	2
꾻	EA03 ECCC	3754	2
꾿	EA04 ECCC	3755	2
꿁	EA05 ECCC	3756	2
꿂	EA06 ECCC	3757	2
꿃	EA07 ECCC	3758	2
꿓	EA08 ECCC	3759	2
꿕	EA09 ECCC	3760	2
꿠	EA0A ECCC	3761	2
꿫	EA00 EBE1	3762	2
꿭	EA01 EBE1	3763	2
꿻	EA02 EBE1	3764	2
꿽	EA03 EBE1	3765	2
꿿	EA04 EBE1	3766	2
뀏	EA05 EBE1	3767	2
뀓	EA06 EBE1	3768	2
뀕	EA07 EBE1	3769	2
뀗	EA08 EBE1	3770	2
뀙	EA09 EBE1	3771	2
뀤	EA0A EBE1	3772	2
뀩	EA00 EBE4	3773	2
뀭	EA01 EBE4	3774	2
뀴	EA02 EBE4	3775	2
뀵	EA03 EBE4	3776	2
뀶	EA04 EBE4	3777	2
뀷	EA05 EBE4	3778	2
뀹	EA06 EBE4	3779	2
뀺	EA07 EBE4	3780	2
끚	EA08 EBE4	3781	2
끟	EA09 EBE4	3782	2
끡	EA0A EBE4	3783	2
끣	EA00 EBE6	3784	2
끥	EA01 EBE6	3785	2
끧	EA02 EBE6	3786	2
끪	EA03 EBE6	3787	2
끬	EA04 EBE6	3788	2
끲	EA05 EBE6	3789	2
끴	EA06 EBE6	3790	2
낂	EA07 EBE6	3791	2
낃	EA08 EBE6	3792	2
낆	EA09 EBE6	3793	2
낈	EA0A EBE6	3794	2
낋	EA00 EBEA	3795	2
낕	EA01 EBEA	3796	2
낦	EA02 EBEA	3797	2
낪	EA03 EBEA	3798	2
낰	EA04 EBEA	3799	2
낹	EA05 EBEA	3800	2
낻	EA06 EBEA	3801	2
냂	EA07 EBEA	3802	2
냏	EA08 EBEA	3803	2
냕	EA09 EBEA	3804	2
냗	EA0A EBEA	3805	2
냙	EA00 EBEC	3806	2
냜	EA01 EBEC	3807	2
냝	EA02 EBEC	3808	2
냣	EA03 EBEC	3809	2
냤	EA04 EBEC	3810	2
냦	EA05 EBEC	3811	2
냧	EA06 EBEC	3812	2
냬	EA07 EBEC	3813	2
냮	EA08 EBEC	3814	2
냱	EA09 EBEC	3815	2
냴	EA0A EBEC	3816	2
냸	EA00 EBED	3817	2
냻	EA01 EBED	3818	2
냽	EA02 EBED	3819	2
냾	EA03 EBED	3820	2
냿	EA04 EBED	3821	2
넂	EA05 EBED	3822	2
넃	EA06 EBED	3823	2
넄	EA07 EBED	3824	2
넆	EA08 EBED	3825	2
넊	EA09 EBED	3826	2
넎	EA0A EBED	3827	2
넑	EA00 EBEF	3828	2
넗	EA01 EBEF	3829	2
넡	EA02 EBEF	3830	2
넦	EA03 EBEF	3831	2
넩	EA04 EBEF	3832	2
넫	EA05 EBEF	3833	2
넯	EA06 EBEF	3834	2
넶	EA07 EBEF	3835	2
넻	EA08 EBEF	3836	2
넼	EA09 EBEF	3837	2
녂	EA0A EBEF	3838	2
녅	EA00 EBF3	3839	2
녇	EA01 EBF3	3840	2
녊	EA02 EBF3	3841	2
녛	EA03 EBF3	3842	2
녡	EA04 EBF3	3843	2
녢	EA05 EBF3	3844	2
녩	EA06 EBF3	3845	2
녫	EA07 EBF3	3846	2
녰	EA08 EBF3	3847	2
녳	EA09 EBF3	3848	2
녻	EA0A EBF3	3849	2
녾	EA00 EBF7	3850	2
놂	EA01 EBF7	3851	2
놅	EA02 EBF7	3852	2
놌	EA03 EBF7	3853	2
놏	EA04 EBF7	3854	2
놕	EA05 EBF7	3855	2
놗	EA06 EBF7	3856	2
놚	EA07 EBF7	3857	2
놝	EA08 EBF7	3858	2
놡	EA09 EBF7	3859	2
놤	EA0A EBF7	3860	2
놥	EA00 EBF8	3861	2
놧	EA01 EBF8	3862	2
놪	EA02 EBF8	3863	2
놮	EA03 EBF8	3864	2
놱	EA04 EBF8	3865	2
놴	EA05 EBF8	3866	2
놷	EA06 EBF8	3867	2
놻	EA07 EBF8	3868	2
놽	EA08 EBF8	3869	2
뇀	EA09 EBF8	3870	2
뇂	EA0A EBF8	3871	2
뇄	EA00 EBF9	3872	2
뇆	EA01 EBF9	3873	2
뇈	EA02 EBF9	3874	2
뇍	EA03 EBF9	3875	2
뇓	EA04 EBF9	3876	2
뇗	EA05 EBF9	3877	2
뇜	EA06 EBF9	3878	2
뇝	EA07 EBF9	3879	2
뇟	EA08 EBF9	3880	2
뇦	EA09 EBF9	3881	2
뇩	EA0A EBF9	3882	2
뇱	EA00 EBFB	3883	2
뇲	EA01 EBFB	3884	2
뇴	EA02 EBFB	3885	2
뇷	EA03 EBFB	3886	2
눆	EA04 EBFB	3887	2
눎	EA05 EBFB	3888	2
눏	EA06 EBFB	3889	2
눘	EA07 EBFB	3890	2
눛	EA08 EBFB	3891	2
눝	EA09 EBFB	3892	2
눞	EA0A EBFB	3893	2
눟	EA00 EBFD	3894	2
눣	EA01 EBFD	3895	2
눤	EA02 EBFD	3896	2
눧	EA03 EBFD	3897	2
눨	EA04 EBFD	3898	2
눩	EA05 EBFD	3899	2
눭	EA06 EBFD	3900	2
눯	EA07 EBFD	3901	2
눵	EA08 EBFD	3902	2
눶	EA09 EBFD	3903	2
눸	EA0A EBFD	3904	2
눺	EA00 EBFF	3905	2
눿	EA01 EBFF	3906	2
뉀	EA02 EBFF	3907	2
뉇	EA03 EBFF	3908	2
뉈	EA04 EBFF	3909	2
뉋	EA05 EBFF	3910	2
뉏	EA06 EBFF	3911	2
뉑	EA07 EBFF	3912	2
뉖	EA08 EBFF	3913	2
뉗	EA09 EBFF	3914	2
뉙	EA0A EBFF	3915	2
뉚	EA00 EC05	3916	2
뉛	EA01 EC05	3917	2
뉝	EA02 EC05	3918	2
뉞	EA03 EC05	3919	2
뉧	EA04 EC05	3920	2
뉬	EA05 EC05	3921	2
뉯	EA06 EC05	3922	2
뉳	EA07 EC05	3923	2
뉶	EA08 EC05	3924	2
뉹	EA09 EC05	3925	2
뉺	EA0A EC05	3926	2
뉻	EA00 EC0A	3927	2
늂	EA01 EC0A	3928	2
늃	EA02 EC0A	3929	2
늅	EA03 EC0A	3930	2
늊	EA04 EC0A	3931	2
늏	EA05 EC0A	3932	2
늒	EA06 EC0A	3933	2
늗	EA07 EC0A	3934	2
늛	EA08 EC0A	3935	2
늞	EA09 EC0A	3936	2
늨	EA0A EC0A	3937	2
늫	EA00 EC0B	3938	2
늭	EA01 EC0B	3939	2
늮	EA02 EC0B	3940	2
늶	EA03 EC0B	3941	2
닁	EA04 EC0B	3942	2
닇	EA05 EC0B	3943	2
닒	EA06 EC0B	3944	2
닔	EA07 EC0B	3945	2
닚	EA08 EC0B	3946	2
닟	EA09 EC0B	3947	2
닠	EA0A EC0B	3948	2
닩	EA00 EC0F	3949	2
닰	EA01 EC0F	3950	2
닲	EA02 EC0F	3951	2
닼	EA03 EC0F	3952	2
닾	EA04 EC0F	3953	2
댂	EA05 EC0F	3954	2
댅	EA06 EC0F	3955	2
댊	EA07 EC0F	3956	2
댋	EA08 EC0F	3957	2
댒	EA09 EC0F	3958	2
댖	EA0A EC0F	3959	2
댚	EA00 EC10	3960	2
댛	EA01 EC10	3961	2
댧	EA02 EC10	3962	2
댫	EA03 EC10	3963	2
댲	EA04 EC10	3964	2
댳	EA05 EC10	3965	2
댵	EA06 EC10	3966	2
댸	EA07 EC10	3967	2
댼	EA08 EC10	3968	2
댽	EA09 EC10	3969	2
덂	EA0A EC10	3970	2
덄	EA00 EC11	3971	2
덆	EA01 EC11	3972	2
덈	EA02 EC11	3973	2
덊	EA03 EC11	3974	2
덍	EA04 EC11	3975	2
덏	EA05 EC11	3976	2
덗	EA06 EC11	3977	2
덙	EA07 EC11	3978	2
덝	EA08 EC11	3979	2
덡	EA09 EC11	3980	2
덶	EA0A EC11	3981	2
덷	EA00 EC14	3982	2
덹	EA01 EC14	3983	2
덺	EA02 EC14	3984	2
덾	EA03 EC14	3985	2
뎇	EA04 EC14	3986	2
뎊	EA05 EC14	3987	2
뎔	EA06 EC14	3988	2
뎖	EA07 EC14	3989	2
뎗	EA08 EC14	3990	2
뎝	EA09 EC14	3991	2
뎦	EA0A EC14	3992	2
뎧	EA00 EC17	3993	2
뎯	EA01 EC17	3994	2
뎳	EA02 EC17	3995	2
뎴	EA03 EC17	3996	2
뎷	EA04 EC17	3997	2
뎹	EA05 EC17	3998	2
돀	EA06 EC17	3999	2
돉	EA07 EC17	4000	2
돓	EA08 EC17	4001	2
돣	EA09 EC17	4002	2
돧	EA0A EC17	4003	2
돬	EA00 EC49	4004	2
돭	EA01 EC49	4005	2
돰	EA02 EC49	4006	2
돴	EA03 EC49	4007	2
돶	EA04 EC49	4008	2
돷	EA05 EC49	4009	2
돻	EA06 EC49	4010	2
됃	EA07 EC49	4011	2
됆	EA08 EC49	4012	2
됇	EA09 EC49	4013	2
됉	EA0A EC49	4014	2
됌	EA00 EC30	4015	2
됑	EA01 EC30	4016	2
됔	EA02 EC30	4017	2
됗	EA03 EC30	4018	2
됙	EA04 EC30	4019	2
됡	EA05 EC30	4020	2
됢	EA06 EC30	4021	2
됣	EA07 EC30	4022	2
됧	EA08 EC30	4023	2
됮	EA09 EC30	4024	2
됯	EA0A EC30	4025	2
됲	EA00 ED04	4026	2
됳	EA01 ED04	4027	2
됶	EA02 ED04	4028	2
됸	EA03 ED04	4029	2
됻	EA04 ED04	4030	2
됼	EA05 ED04	4031	2
됿	EA06 ED04	4032	2
둆	EA07 ED04	4033	2
둈	EA08 ED04	4034	2
둊	EA09 ED04	4035	2
둌	EA0A ED04	4036	2
둎	EA00 EC26	4037	2
둏	EA01 EC26	4038	2
둒	EA02 EC26	4039	2
둕	EA03 EC26	4040	2
둞	EA04 EC26	4041	2
둤	EA05 EC26	4042	2
둦	EA06 EC26	4043	2
둧	EA07 EC26	4044	2
둮	EA08 EC26	4045	2
둴	EA09 EC26	4046	2
둵	EA0A EC26	4047	2
둸	EA00 EC28	4048	2
둹	EA01 EC28	4049	2
둻	EA02 EC28	4050	2
둼	EA03 EC28	4051	2
뒃	EA04 EC28	4052	2
뒄	EA05 EC28	4053	2
뒊	EA06 EC28	4054	2
뒍	EA07 EC28	4055	2
뒎	EA08 EC28	4056	2
뒐	EA09 EC28	4057	2
뒖	EA0A EC28	4058	2
뒙	EA00 EC48	4059	2
뒛	EA01 EC48	4060	2
뒞	EA02 EC48	4061	2
뒟	EA03 EC48	4062	2
뒠	EA04 EC48	4063	2
뒡	EA05 EC48	4064	2
뒥	EA06 EC48	4065	2
뒭	EA07 EC48	4066	2
뒮	EA08 EC48	4067	2
뒲	EA09 EC48	4068	2
뒻	EA0A EC48	4069	2
뒼	EA00 EC4F	4070	2
뒽	EA01 EC4F	4071	2
뒿	EA02 EC4F	4072	2
듂	EA03 EC4F	4073	2
듃	EA04 EC4F	4074	2
듍	EA05 EC4F	4075	2
듎	EA06 EC4F	4076	2
듓	EA07 EC4F	4077	2
듙	EA08 EC4F	4078	2
듞	EA09 EC4F	4079	2
듡	EA0A EC4F	4080	2
듧	EA00 EC31	4081	2
듨	EA01 EC31	4082	2
듴	EA02 EC31	4083	2
듶	EA03 EC31	4084	2
듼	EA04 EC31	4085	2
듽	EA05 EC31	4086	2
듾	EA06 EC31	4087	2
듿	EA07 EC31	4088	2
딃	EA08 EC31	4089	2
딄	EA09 EC31	4090	2
딅	EA0A EC31	4091	2
딋	EA00 ED0C	4092	2
딌	EA01 ED0C	4093	2
딒	EA02 ED0C	4094	2
딙	EA03 ED0C	4095	2
딚	EA04 ED0C	4096	2
딞	EA05 ED0C	4097	2
딟	EA06 ED0C	4098	2
딦	EA07 ED0C	4099	2
딮	EA08 ED0C	4100	2
딯	EA09 ED0C	4101	2
딷	EA0A ED0C	4102	2
딻	EA00 EC40	4103	2
딿	EA01 EC40	4104	2
땂	EA02 EC40	4105	2
땆	EA03 EC40	4106	2
땇	EA04 EC40	4107	2
땈	EA05 EC40	4108	2
땍	EA06 EC40	4109	2
