index	token_a	token_b	merged
1009	53E3	E16D	E3F1
1010	E001	4EBA	E3F2
1011	E10E	E3A4	E3F3
1012	E2F6	E2AB	E3F4
1013	3405	E1ED	E3F5
1014	4E28	E087	E3F6
1015	E015	2FF1	E3F7
1016	E071	E00E	E3F8
1017	52F9	E27D	E3F9
1018	E35D	E224	E3FA
1019	E094	2E3B	E3FB
1020	E3F6	200CC	E3FC
1021	2FF1	E19F	E3FD
1022	E0C2	20627	E3FE
1023	3405	E001	E3FF
1024	E2BE	2FF1	E400
1025	E249	E171	E401
1026	5BF8	8BA0	E402
1027	E00A	E280	E403
1028	9769	2E3B	E404
1029	7E9F	96B9	E405
1030	6597	2E3B	E406
1031	E000	E0C6	E407
1032	8D1D	2008A	E408
1033	2467	E0DF	E409
1034	E0C6	5202	E40A
1035	E083	6535	E40B
1036	51E0	5C71	E40C
1037	E1D4	E16C	E40D
1038	2FF1	E0D2	E40E
1039	5DF4	2E3B	E40F
1040	4E1C	961D	E410
1041	5F73	F000	E411
1042	E017	E411	E412
1043	4E36	E002	E413
1044	E160	E0A8	E414
1045	E3F2	5FC3	E415
1046	76BF	20089	E416
1047	65E5	65E5	E417
1048	E328	E0AE	E418
1049	E3A3	E13D	E419
1050	E089	200CC	E41A
1051	6C35	76AE	E41B
1052	E27E	2E3B	E41C
1053	4E00	E293	E41D
1054	2463	E3DE	E41E
1055	E01E	E41A	E41F
1056	E1E0	5B50	E420
1057	E420	200CB	E421
1058	2461	E276	E422
1059	E422	2D544	E423
1060	E3BC	4E36	E424
1061	4E28	5196	E425
1062	E319	2E3B	E426
1063	E425	E365	E427
1064	E345	2FF1	E428
1065	52F9	E165	E429
1066	E429	E424	E42A
1067	5202	6708	E42B
1068	E02A	E2E3	E42C
1069	E0C1	E214	E42D
1070	E268	E1FD	E42E
1071	E007	E040	E42F
1072	E02A	53E3	E430
1073	4E3F	5B80	E431
1074	E03C	4EBB	E432
1075	E3ED	E34F	E433
1076	2E8A	E430	E434
1077	5202	2E3B	E435
1078	E0DB	E112	E436
1079	E000	E042	E437
1080	4E37	E31E	E438
1081	E294	E22E	E439
1082	961D	4E36	E43A
1083	E43A	E1CA	E43B
1084	E007	53C8	E43C
1085	7533	2E3B	E43D
1086	20089	E12D	E43E
1087	E403	E43E	E43F
1088	E33D	E0D7	E440
1089	E19C	E16C	E441
1090	E2D6	7E9F	E442
1091	E039	4E5F	E443
1092	E443	E12D	E444
1093	E02B	7530	E445
1094	E02F	E002	E446
1095	E27F	E237	E447
1096	4E95	8BA0	E448
1097	E35A	E044	E449
1098	E352	2008A	E44A
1099	6597	7C73	E44B
1100	E002	4EBB	E44C
1101	E069	E3E1	E44D
1102	5EF4	2E3B	E44E
1103	E002	E1A3	E44F
1104	E33A	E024	E450
1105	E129	E450	E451
1106	7E9F	2008A	E452
1107	2461	E29C	E453
1108	E453	E31C	E454
1109	E223	E11F	E455
1110	5C38	79B9	E456
1111	5DF4	E452	E457
1112	E3FF	51F5	E458
1113	E3BD	E009	E459
1114	E3A5	E44A	E45A
1115	E000	E10A	E45B
1116	E45B	53E3	E45C
1117	E197	E2AE	E45D
1118	3405	3405	E45E
1119	53C8	6708	E45F
1120	E153	2E3B	E460
1121	2464	E3D2	E461
1122	E3C6	E27E	E462
1123	5202	53E3	E463
1124	65E5	E02D	E464
1125	F000	E01B	E465
1126	E294	27607	E466
1127	4E3F	E03A	E467
1128	624C	E167	E468
1129	E45C	E465	E469
1130	E469	E086	E46A
1131	E46A	E0D2	E46B
1132	5DE5	E38A	E46C
1133	E06A	5196	E46D
1134	E446	4E5A	E46E
1135	E249	624C	E46F
1136	E087	6C35	E470
1137	5B50	6C35	E471
1138	E05F	6C35	E472
1139	56D7	97E6	E473
1140	5DE5	E04F	E474
1141	E170	7E9F	E475
1142	E3BA	E043	E476
1143	E2C2	2FF0	E477
1144	E002	E0A8	E478
1145	E315	E478	E479
1146	E00D	516B	E47A
1147	E0A9	E043	E47B
1148	5DF1	7E9F	E47C
1149	E03A	2D544	E47D
1150	4E3F	E010	E47E
1151	E017	E293	E47F
1152	4E28	E306	E480
1153	826E	8FB6	E481
1154	3405	E121	E482
1155	5DE5	6535	E483
1156	E013	53E3	E484
1157	E00D	E037	E485
1158	E41F	E40E	E486
1159	E486	2FFB	E487
1160	E431	5C71	E488
1161	E488	E040	E489
1162	E01A	516B	E48A
1163	E2E4	6C0F	E48B
1164	E2DC	E034	E48C
1165	5FC4	767D	E48D
1166	53C8	20087	E48E
1167	8BA0	20086	E48F
1168	E250	E48F	E490
1169	5FC3	767D	E491
1170	E134	E491	E492
1171	7530	E196	E493
1172	4E36	E25B	E494
1173	E1D8	2010E	E495
1174	4E3F	E237	E496
1175	E496	E27B	E497
1176	E0DD	9485	E498
1177	E13E	76AE	E499
1178	E003	2FFB	E49A
1179	E45E	E025	E49B
1180	5FC4	65E5	E49C
1181	E494	706C	E49D
1182	72AC	72AD	E49E
1183	4E14	E074	E49F
1184	53E3	E2A4	E4A0
1185	E044	53B6	E4A1
1186	E3D0	E4A1	E4A2
1187	E18E	E034	E4A3
1188	E008	E0C5	E4A4
1189	4E28	53E3	E4A5
1190	8F66	20086	E4A6
1191	E46D	E077	E4A7
1192	826E	961D	E4A8
1193	6708	2D544	E4A9
1194	E027	E4A9	E4AA
1195	4E00	5973	E4AB
1196	E076	4EBA	E4AC
1197	E000	E00D	E4AD
1198	9FB4	20089	E4AE
1199	758B	E4AE	E4AF
1200	4E28	E004	E4B0
1201	E4AD	5382	E4B1
1202	E170	8033	E4B2
1203	675F	8FB6	E4B3
1204	E1E0	5202	E4B4
1205	E4B4	200CB	E4B5
1206	53C8	5973	E4B6
1207	4E50	2E3B	E4B7
1208	E484	E003	E4B8
1209	3405	E143	E4B9
1210	E4AB	E18B	E4BA
1211	E045	E49A	E4BB
1212	4E2C	72AC	E4BC
1213	E356	E0D7	E4BD
1214	2464	E44F	E4BE
1215	5973	6728	E4BF
1216	7530	7C73	E4C0
1217	72AD	866B	E4C1
1218	E000	E1A1	E4C2
1219	E4C2	E089	E4C3
1220	5DE5	8BA0	E4C4
1221	53C8	E2A4	E4C5
1222	E002	4EBA	E4C6
1223	E2FB	E019	E4C7
1224	E0FB	E197	E4C8
1225	E026	4EBB	E4C9
1226	5F13	7532	E4CA
1227	E01A	E4CA	E4CB
1228	E19C	6728	E4CC
1229	E087	E398	E4CD
1230	E2C7	5202	E4CE
1231	516B	53B6	E4CF
1232	2464	4EBB	E4D0
1233	E4D0	E380	E4D1
1234	51E0	5DE5	E4D2
1235	5341	200CC	E4D3
1236	7C73	7E9F	E4D4
1237	4E45	2E3B	E4D5
1238	6728	20086	E4D6
1239	E097	5FC3	E4D7
1240	E39F	9485	E4D8
1241	E00A	4E85	E4D9
1242	E45F	20627	E4DA
1243	E015	E0E7	E4DB
1244	627F	2E3B	E4DC
1245	2462	E1CB	E4DD
1246	E055	624B	E4DE
1247	E0FC	2E3B	E4DF
1248	E0DA	E4C4	E4E0
1249	52F9	53E3	E4E1
1250	4E3F	E00E	E4E2
1251	E4DE	E04B	E4E3
1252	E005	E0CB	E4E4
1253	2461	2462	E4E5
1254	E458	6708	E4E6
1255	E018	E1F1	E4E7
1256	8BA0	E2EA	E4E8
1257	E02F	4EBA	E4E9
1258	624C	20086	E4EA
1259	5F73	E16C	E4EB
1260	E48A	E297	E4EC
1261	E01E	E1A4	E4ED
1262	E1DF	20087	E4EE
1263	E38E	E07F	E4EF
1264	4E00	E40C	E4F0
1265	E4F0	E4EB	E4F1
1266	E002	E0E7	E4F2
1267	E4D4	200CA	E4F3
1268	E088	5341	E4F4
1269	E151	8FB6	E4F5
1270	5F50	E2E6	E4F6
1271	4E3F	E297	E4F7
1272	E153	E275	E4F8
1273	E1D8	E12D	E4F9
1274	E015	8C46	E4FA
1275	5341	7E9F	E4FB
1276	E358	9FB6	E4FC
1277	E4B0	E4FB	E4FD
1278	E083	8FB6	E4FE
1279	E432	E176	E4FF
1280	4E00	4E5A	E500
1281	5F50	5FC3	E501
1282	4E00	5F73	E502
1283	4E36	6728	E503
1284	E1B4	E08D	E504
1285	8864	200CC	E505
1286	4E3F	E505	E506
1287	E005	200CC	E507
1288	65E5	8002	E508
1289	961D	2D544	E509
1290	4E3F	2E3B	E50A
1291	E134	E31B	E50B
1292	E0AA	E1FD	E50C
1293	E027	E509	E50D
1294	E35C	2FFB	E50E
1295	E007	E08B	E50F
1296	E503	8FB6	E510
1297	51AB	200CC	E511
1298	5341	E154	E512
1299	E011	51F5	E513
1300	E513	961D	E514
1301	8BA0	200CC	E515
1302	72AC	2E3B	E516
1303	E190	7F52	E517
1304	4E28	E0CB	E518
1305	7E9F	200CC	E519
1306	5902	961D	E51A
1307	5BF8	6728	E51B
1308	4EBB	5C0F	E51C
1309	E026	4EBA	E51D
1310	E4ED	200CC	E51E
1311	624D	8D1D	E51F
1312	E007	E000	E520
1313	E520	2462	E521
1314	3405	531A	E522
1315	624C	975E	E523
1316	E445	793B	E524
1317	53E3	5B50	E525
1318	E0AF	5DE5	E526
1319	E277	7E9F	E527
1320	53C8	6B20	E528
1321	E229	E0F3	E529
1322	E419	8A00	E52A
1323	E52A	E50E	E52B
1324	E087	E49E	E52C
1325	4E3F	53E3	E52D
1326	E414	6728	E52E
1327	E076	E00C	E52F
1328	E026	E015	E530
1329	E000	E00C	E531
1330	2E86	E005	E532
1331	E532	E3C3	E533
1332	4EBB	E108	E534
1333	E4D9	E534	E535
1334	5FC4	200CA	E536
1335	E039	E471	E537
1336	E537	E12D	E538
1337	E10E	E03E	E539
1338	53C8	E51B	E53A
1339	E4AC	E4AF	E53B
1340	E221	5C38	E53C
1341	7530	E05A	E53D
1342	4E00	E0AF	E53E
1343	E0AA	51AB	E53F
1344	E53F	9FB4	E540
1345	5DDE	6C35	E541
1346	E000	E027	E542
1347	4E28	E1DE	E543
1348	5BF8	8EAB	E544
1349	8C46	2E3B	E545
1350	E0A9	E53D	E546
1351	E542	4EBA	E547
1352	E36D	E019	E548
1353	353E	E470	E549
1354	52F9	E009	E54A
1355	E1D4	E043	E54B
1356	53C8	E04F	E54C
1357	5F13	6C35	E54D
1358	E053	5DF3	E54E
1359	E1B7	E31B	E54F
1360	E54F	200CC	E550
1361	5196	624C	E551
1362	5BF8	E02D	E552
1363	E055	E009	E553
1364	6708	9485	E554
1365	673F	E024	E555
1366	E53E	E3C4	E556
1367	E042	E555	E557
1368	E1B5	5902	E558
1369	E042	E12C	E559
1370	E559	E024	E55A
1371	2E8A	E092	E55B
1372	7F52	975E	E55C
1373	E094	5202	E55D
1374	E09D	E089	E55E
1375	5DE5	20087	E55F
1376	4E00	E1A0	E560
1377	E035	767D	E561
1378	5DDE	2E3B	E562
1379	E00F	66F2	E563
1380	E021	E0D9	E564
1381	E564	E1BE	E565
1382	E018	9FB4	E566
1383	E02B	5B80	E567
1384	E381	2E3B	E568
1385	E001	27607	E569
1386	E51C	E2E6	E56A
1387	5B80	E1F3	E56B
1388	E05D	E06F	E56C
1389	E008	E121	E56D
